index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
6481	main-forums	answers-forums	2015	606	none	none	Yes, you can add coffee grounds with their filters to your compost pile.	Absolutely ok; we have incorporated coffee grounds into our plant food and many of those grounds included the paper filter.	4.0
2414	main-forum	deft-forum	2014	414	none	none	We are all vessels filled with many wonders.	Put a Little Love in your Heart We are all vessels filled with many wonders.	3.6
6565	main-forums	answers-forums	2015	1061	none	none	My son didn't become potty trained until about his 4th birthday.	Here are some things that worked with my son who started toilet training around 2.5 years.	1.6
6399	main-forums	answers-forums	2015	117	none	none	"We are moving ""... relative to the comoving cosmic rest frame ... at some 371 km/s towards the constellation Leo""."	There is no 'still' that is not relative to some other object.	0.8
6581	main-forums	answers-forums	2015	1126	none	none	First, double-check the dog's body language to make sure that it is truly aggressive.	First, you should realize that this is not you or your dog's problem.	1.6
2063	main-forum	deft-forum	2014	63	none	none	Israel doesn't give a ****, accept it.	That Israel doesn't giva a **** what anybody else thinks.	3.4
2269	main-forum	deft-forum	2014	269	none	none	@Frank Apisa, What you want to call it is up to you.	@Cyracuz, What you want to call it is up to you.	2.5
6579	main-forums	answers-forums	2015	1116	none	none	I have noticed most cats don't lick people a great deal.	Cats may or may not lick a person based on all kinds of things.	3.0
2099	main-forum	deft-forum	2014	99	none	none	Commodity Expanded Value-Form, .	Elementary Commodity-Capital Value-Form .	3.6
2024	main-forum	deft-forum	2014	24	none	none	They produce nothing I can eat, wear, live in.	"Think about all the things you can't ""eat, wear, or live in""."	2.2
2145	main-forum	deft-forum	2014	145	none	none	I. ATLANTIC REQUIREMENTS .	PACIFIC REQUIREMENTS .	0.8
2332	main-forum	deft-forum	2014	332	none	none	And that is happening in GOP controlled states.	Michigan IS a GOP controlled state.	0.8
2315	main-forum	deft-forum	2014	315	none	none	They're looking at each other!	Why are they looking at each other like that ?!?!	2.8
6592	main-forums	answers-forums	2015	1179	none	none	We always put it crushed up in a bit of butter or on a sardine.	We had a cat that required daily medication, and it was a struggle to give the cat a pill.	1.4
6707	main-forums	answers-forums	2015	1775	none	none	Red ball under yellow floodlight takes on a brownish color which is very similar to the color of the pitch.	I am too a hobby swimmer but as part of my triathlon training.	0.0
6442	main-forums	answers-forums	2015	398	none	none	Good cheddar has little chunks of calcium lactate on/in it - could it be that?	I have two suspicions: One, you're undercooking your roux, the flour and butter mixture, and not fully incorporating the flour.	0.6
2316	main-forum	deft-forum	2014	316	none	none	Are you driving one?	Are you driving a fucking Volt?	2.6
6496	main-forums	answers-forums	2015	661	none	none	The point of aerating your pile is to get oxygen to the microbes that break down the organic matter.	Your pile will compost without turning it, but it goes faster if you turn it.	2.4
2020	main-forum	deft-forum	2014	20	none	none	My parents have told me it is bad for you.	My teachers have told me it is bad for you.	2.8
6388	main-forums	answers-forums	2015	89	none	none	Supporting an ideology in an ostentatious manner (rather than privately or discreetly) is a personality problem.	I think for an appropriate answer I'd need to know exactly what the 'bad' ideology is.	1.2
2119	main-forum	deft-forum	2014	119	none	none	GL, Terral That is absolutely amazing.	Hi Ollie: That is absolutely amazing.	2.4
2252	main-forum	deft-forum	2014	252	none	none	And I'm your friend Mitt.	Your good friend Mitt.	4.0
6590	main-forums	answers-forums	2015	1174	none	none	The best approach is play with your cat each night in the evening before bedtime.	A trick I did was to grab and hold my cats close if they disturbed me during the night.	2.4
6675	main-forums	answers-forums	2015	1627	none	none	On the one hand, there’s nothing in canon to suggest that the Time Turners could go forwards in time.	Time Turners were explicitly mentioned for use in going back in time.	2.8
6456	main-forums	answers-forums	2015	432	none	none	The room used for defecation is almost always referred to by euphemism.	I'm English, and would probably use 'toilet' most of the time, and always in the context of a private home.	1.6
2311	main-forum	deft-forum	2014	311	none	none	Joy to the World We are all vessels filled with many wonders.	The theme song to Cheers: We are all vessels filled with many wonders.	3.0
6379	main-forums	answers-forums	2015	27	none	none	I don't think there are likely to be any standards that address this issue specifically.	"You're going to find answers all over the map for this one (i.e., there probably aren't ""standards"")."	2.4
6487	main-forums	answers-forums	2015	627	none	none	Just about anything can be grown indoors without natural sunlight.	We have quite a few people here who have grown peppers and small tomatoes indoors and in pots.	2.0
2044	main-forum	deft-forum	2014	44	none	none	Fundimental difference, please?	Fundamental difference?	4.6
2202	main-forum	deft-forum	2014	202	none	none	Not as irritated as you.	You seem as irritated as Henry.	1.75
2412	main-forum	deft-forum	2014	412	none	none	Why did that transaction take place.	Did the transaction take place?	2.4
2007	main-forum	deft-forum	2014	7	none	none	The prices for everything you need have gone up due to inflation.	The prices of everything you own IE assets have gone down.	2.0
2100	main-forum	deft-forum	2014	100	none	none	You are a Christian.	Therefore you are not a Christian.	1.4
2198	main-forum	deft-forum	2014	198	none	none	It wouldn't stop joke marriages.	And I don't fight for marriage.	1.2
2060	main-forum	deft-forum	2014	60	none	none	Why was the Book of Thomas left out of the canon?	Why would the addition of more of Jesus words be left out of the canon?	2.6
6446	main-forums	answers-forums	2015	402	none	none	I agree with others (and yourself) in that I have never heard this phrase in English.	I have never heard or seen the phrase you mention.	4.0
2346	main-forum	deft-forum	2014	346	none	none	You purport to value life very heavily.	I purport to value human life very highly.	2.8
2248	main-forum	deft-forum	2014	248	none	none	I don't like flavored beers.	I don't like many flavored drinks.	3.0
6702	main-forums	answers-forums	2015	1745	none	none	Basically, the rule is that you must play the ball, and not the man, until someone catches the ball.	It is fairly simple to understand, somewhat harder to referee.	1.2
2069	main-forum	deft-forum	2014	69	none	none	Warm , maybe record.	Warmer , almost certainly a record.	4.4
2125	main-forum	deft-forum	2014	125	none	none	"""Being against nukes"" does not mean ""not wanting to use nukes""."	"""Being against using nukes"" means ""not wanting to use nukes""."	1.4
6735	main-forums	answers-forums	2015	1916	none	none	David Weber's The War God's Own has some lengthy travel scenes in it which he does quite well.	One thing that should be used as a seasoning in Odyssey tales is the idea of the false destination.	0.2
2427	main-forum	deft-forum	2014	427	none	none	If God does not exist can anything be morally wrong?	I ask again if God does not exist can anything be morally wrong?	5.0
2052	main-forum	deft-forum	2014	52	none	none	It's not imposing morals.	It's imposing a law.	1.1
2180	main-forum	deft-forum	2014	180	none	none	Tell us what the charges were.	Yes what are his charges.	4.0
6559	main-forums	answers-forums	2015	1029	none	none	You should have a consultation route with the school head which can lead to direct consultation with a health professional.	It is always difficult when parents refuse to see what seems obvious to a teacher.	0.8
2085	main-forum	deft-forum	2014	85	none	none	but okay, ultimate sovereignty?	Thus, ultimate sovereignty.	2.2
6504	main-forums	answers-forums	2015	717	none	none	To no extent at all is the wars in the middle east caused by trade making the area heterogeneous.	They had a treaty beginning in 1941, after a few skirmishes along the area in question.	0.6
6661	main-forums	answers-forums	2015	1559	none	none	"The user needs to evaluate for his/herself the cost/benefit of an ""obvious"" efficiency tool, such as macros."	Instead of trying to force specific answers or method's on them.	0.8
2078	main-forum	deft-forum	2014	78	none	none	"""Jane"" wants me to ask the helpful party guest to pay for it."	I can't believe she is asking YOU to ask the helpful party guest for money!	2.2
2161	main-forum	deft-forum	2014	161	none	none	Scenario A assumes that the CO growth rate accelerates by .%/yr.	It assumes that methane growth rate accelerates by .%/yr.	1.75
6502	main-forums	answers-forums	2015	708	none	none	Nearly all countries grew quickly in the 1950s and 1960s for pretty much the same reasons.	The USSR growth rate during the 50's was not exceptionally high.	1.0
2222	main-forum	deft-forum	2014	222	none	none	PURE COMMUNISM: You have two cows.	LIBERTARIAN/ANARCHO-CAPITALISM: You have two cows.	2.4
6538	main-forums	answers-forums	2015	921	none	none	So it's important to have a basic understanding before you even get on skis.	Skiing is a sport where taking lessons pays off very quickly.	2.8
6531	main-forums	answers-forums	2015	872	none	none	If you arecomming from the non-linguistics environment, the best book is to start with Is Fromkin, Introduction to language.	This is what they recommend at Oxford as introductory textbooks to students starting a Masters' in Linguistics.	1.4
2392	main-forum	deft-forum	2014	392	none	none	Part of pro-life is the opposition to legalized abortion.	"Pro-life also refers to just ""opposition to abortion""."	3.8
2230	main-forum	deft-forum	2014	230	none	none	The point is an unarmed child was murdered.	The point is an unarmed child was murdered who was black.	3.4
6535	main-forums	answers-forums	2015	913	none	none	Nylon dries fast, is resistant to ripping and tearing, and fairly breathable.	Nylon, among other synthetics, is an ideal material for clothing for most outdoor pursuits for several reasons.	2.8
6534	main-forums	answers-forums	2015	903	none	none	A few points to add here: Coyotes are not know to be aggressive towards humans.	In general they are not considered dangerous because they rarely attack humans.	3.2
2244	main-forum	deft-forum	2014	244	none	none	Jury nullification does not mean that a law is unconstuitutional.	Jury nullification means a law isn't Constitutional?	3.6
6665	main-forums	answers-forums	2015	1569	none	none	I disagree with Josh Bruce on some of his tips.	Research does indicate that sleeping after studying is a pretty good rule-of-thumb.	0.6
2377	main-forum	deft-forum	2014	377	none	none	Originally Posted by Lone Fox You've said that multiple times now.	Originally Posted by Lone Fox And it's not all Iranian related either.	2.2
6677	main-forums	answers-forums	2015	1630	none	none	First of all, let me say that there seems to be 3 main traits to casting a spell.	I always thought that Harry seemed to learn from the Half-Blood Prince better than he did from other sources.	0.6
2327	main-forum	deft-forum	2014	327	none	none	That's just not how legal briefs are written.	That just isn't how legal reasoning works.	3.2
2423	main-forum	deft-forum	2014	423	none	none	Everyone else at the current prosperity level of Mexico.	"Everyone in the world at the current ""prosperity"" level of Northwest Africa."	1.4
2189	main-forum	deft-forum	2014	189	none	none	You need to make up your mind.	You need to polish up on your logic skills.	0.6
2188	main-forum	deft-forum	2014	188	none	none	@Lustig Andrei, So Lyndon Johnson and John Kennedy were compatible?	@edgarblythe, So Lyndon Johnson and John Kennedy were compatible?	4.4
2258	main-forum	deft-forum	2014	258	none	none	Holder filed a three-page letter.	The Judges orders a three-page letter to be filed.	2.8
2146	main-forum	deft-forum	2014	146	none	none	Read More: You have never met anyone that is Pro-Abortion?	You have never met anyone that is Pro-Abortion?	4.8
2309	main-forum	deft-forum	2014	309	none	none	Use of force in defense of person.-A	Use of force by aggressor.	1.2
6419	main-forums	answers-forums	2015	245	none	none	Presumably the decision of drivers to slow down in response to work zone signage is influenced by many factors.	"This short talk deals with issues of ""cheating slightly"" :Dan Ariely: Our buggy moral code."	0.0
6636	main-forums	answers-forums	2015	1412	none	none	"In a ""first-past-the-post"" system, it is difficult to sustain more than two parties."	While the 'first-past-the-post system favours two parties, it certainly doesn't guarantee the marginalization of third parties.	3.0
6588	main-forums	answers-forums	2015	1154	none	none	There are a few things to help your bun gain a bit of weight.	John Cavan has some reasonable and appropriate methods for increasing a rabbits weight in his answer.	3.0
2171	main-forum	deft-forum	2014	171	none	none	There is no more egg cell post-fertilization.	There is no more sperm cell.	2.4
2298	main-forum	deft-forum	2014	298	none	none	Landon And So This is Christmas We are all vessels filled with many wonders.	Play With Fire We are all vessels filled with many wonders.	1.8
2292	main-forum	deft-forum	2014	292	none	none	Jury nullification means a law isn't Constitutional?	No. Jury nullification does not mean that a law is unconstuitutional.	2.0
6506	main-forums	answers-forums	2015	730	none	none	In Hinduism and Buddhism there is message of peace and an encouragement to not be materialistic.	"This relates to the ""discovery"" of Asian, and other non-European cultures by Americans."	0.0
2246	main-forum	deft-forum	2014	246	none	none	Mann's work was all about math.	Mann's work and the HS was all about Tree rings.	1.6
2124	main-forum	deft-forum	2014	124	none	none	-Not- talking about it 'and' -Not- doing anything.	is even worse than talking about it and not doing anything.	2.8
2395	main-forum	deft-forum	2014	395	none	none	No, I show you are willfully ignorant.	LOL, you are so ignorant.	4.0
2051	main-forum	deft-forum	2014	51	none	none	if you could kill one person to save four, would you?	As to would I kill  person to save , I have no idea.	2.0
2017	main-forum	deft-forum	2014	17	none	none	Hey, Blue-Eyes, How's things in London?	**smooches Ran** Hey, Blue-Eyes, How's things in London?	4.4
6748	main-forums	answers-forums	2015	1993	none	none	I have been doing a lot of my outlining/pre-writing work in Workflowy.	Am I allowed to beat the drum for Scrivener again?	0.2
2006	main-forum	deft-forum	2014	6	none	none	I am OK with MEDICAL use!	I AM OK WITH MEDICAL USE!!	5.0
2208	main-forum	deft-forum	2014	208	none	none	We all believe that we are getting what we expect.	Most times, % of the time, we are getting what we expect.	3.8
6428	main-forums	answers-forums	2015	313	none	none	The best way I have found is to soak the ears in husk for several hours before grilling.	Soak whole ears in the husk in a bowl of water.	3.2
2378	main-forum	deft-forum	2014	378	none	none	You might not like Obamas views, but he has them.	You might not like the positions he holds, but atleast he has them.	2.6
6453	main-forums	answers-forums	2015	423	none	none	"In standard English, I think ""don't got"" has the same register as ""ain't""."	I'd say the expression I don't got... is generally rare in spoken AmE.	2.2
2393	main-forum	deft-forum	2014	393	none	none	Capital gains, top rate:  percent.	- Income, top rate:  percent.	2.8
2103	main-forum	deft-forum	2014	103	none	none	"""Oh, you're such a good person!"	"You're such a bad person!"""	1.8
2036	main-forum	deft-forum	2014	36	none	none	You wanna know what I find curious?	That's what I find curious.	2.8
2068	main-forum	deft-forum	2014	68	none	none	They know that the video doesn't show a gas chamber.	The bottom line is that the video clip doesn't show a gas chamber.	4.6
6710	main-forums	answers-forums	2015	1785	none	none	"As per FIFA's ""Equipment Regulations"", Section 22, only the goalkeeper is permitted to wear a cap."	Although headgear is allowed to be worn, it is not advised for anyone other than the goalkeeper.	2.4
6700	main-forums	answers-forums	2015	1739	none	none	Reading your post, made me think of my younger years !!	I'd say you need to distract yourself from the bigger picture.	0.0
2034	main-forum	deft-forum	2014	34	none	none	ALTHOUGH SATELLITE INTENSITY ESTIMATES FROM TAFB AND SAB ARE ONLY T./	SUBJECTIVE DVORAK INTENSITY ESTIMATES FROM TAFB AND SAB INCREASED TO  KT.	2.0
6555	main-forums	answers-forums	2015	1011	none	none	"A rule of thumb that I've heard is ""for small children, big dogs""."	Any breed of dog can be perfectly safe or extremely dangerous.	1.4
2137	main-forum	deft-forum	2014	137	none	none	Do you notice the nonsensical things you are saying?	And to be fair, do you notice the nonsensical things you are saying?	4.57142857142857
2336	main-forum	deft-forum	2014	336	none	none	Put a Little Love in your Heart We are all vessels filled with many wonders.	Landon And So This is Christmas We are all vessels filled with many wonders.	2.8
2308	main-forum	deft-forum	2014	308	none	none	Do you notice the nonsensical things you are saying?	And to be fair, do you notice the nonsensical things you are saying?	4.57142857142857
2217	main-forum	deft-forum	2014	217	none	none	Being in a gang isnt a crime.	Commiting a crime in a gang is a crime.	1.8
2184	main-forum	deft-forum	2014	184	none	none	Nutrax The plural of anecdote is not data Did gentlemen need chaperones?	Nutrax The plural of anecdote is not data	3.6
6458	main-forums	answers-forums	2015	454	none	none	"As others have said, ""ten of six"", though not used in many English speaking areas, would be understood as 5:50."	"""Ten of six"" probably means 5:50 but I have not heard it before."	3.8
2090	main-forum	deft-forum	2014	90	none	none	I said it wasn't a person, in the legal sense.	If it isn't a person, then WTF is it?	2.0
2253	main-forum	deft-forum	2014	253	none	none	It means its AN option.	Doesnt mean its a BAD option.	1.6
6469	main-forums	answers-forums	2015	517	none	none	I feel your pain - I absolutely pour with sweat with any vigorous exercise, even in cool conditions.	Sweat rate is sweat rate, you can't really control it.	1.0
2257	main-forum	deft-forum	2014	257	none	none	My best, Kutte My ex-fiance wouldn't use the VA or Navy doctor's.	Jay My ex-fiance wouldn't use the VA or Navy doctor's.	3.6
2055	main-forum	deft-forum	2014	55	none	none	So YES, we DO read the bible to learn about Christianity.	personally i would read the bible to learn about christianity.	3.0
2022	main-forum	deft-forum	2014	22	none	none	I oppose the death penalty.	This is why I support the death penalty.	1.0
2310	main-forum	deft-forum	2014	310	none	none	That's what the data available shows.	That's what the historical record shows.	3.6
2239	main-forum	deft-forum	2014	239	none	none	Atlas Shrugged It's also a stellar performer in terms of blithering idiocy.	It's also a stellar performer in terms of blithering idiocy.	3.6
6468	main-forums	answers-forums	2015	507	none	none	Yes, you should stretch before running, but not the sit down and reach kind of stretching.	Neuromuscular Activation and Dynamic Stretching Here is an excellent video on a dynamic stretching routine for running.	1.8
2297	main-forum	deft-forum	2014	297	none	none	"""In  it was a mental illness, now what are they teaching you?"""	He stated that it was a mental illness in , how is that bigotry?	1.6
2439	main-forum	deft-forum	2014	439	none	none	Do you notice the nonsensical things you are saying?	And to be fair, do you notice the nonsensical things you are saying?	4.57142857142857
6734	main-forums	answers-forums	2015	1908	none	none	For fiction, I have little proof to show of blogs being published as print and/or ebooks.	To answer your question, yes, I think blogging your fiction will hurt your attempts to be traditionally published later.	1.8
6646	main-forums	answers-forums	2015	1484	none	none	Absolute majority always defined by the institution, or the context.	In countries like India, when you have 2/3 of the seats of all parliament, you have absolute majority.	2.6
6653	main-forums	answers-forums	2015	1517	none	none	I think you need to apply a little statistical thinking to this.	One general key to not feeling dejected is to avoid comparing yourself to others.	0.0
2242	main-forum	deft-forum	2014	242	none	none	It's a common sense/deductive reasoning thing.	Hilited your common sense/deductive reasoning thing.	2.5
6662	main-forums	answers-forums	2015	1565	none	none	I like the previous answers regarding setting a schedule and fulfilling the rituals of going to a job.	Buy a 3 panel screen and use it to separate the work area from the sleeping area.	0.4
2107	main-forum	deft-forum	2014	107	none	none	There is no freedom of religion.	There is no freedom of speech.	1.2
2077	main-forum	deft-forum	2014	77	none	none	you have no remains of a missile at the pentagon.	you have no witnesses for a missile at the pentagon.	2.6
6451	main-forums	answers-forums	2015	414	none	none	Firstly, you should be aware that there are two different kinds of dashes: the en dash and the em dash.	Semicolon is used to join sentences that can stand alone, but are joined to emphasize their relationship.	0.6
2197	main-forum	deft-forum	2014	197	none	none	What do we get in return for doing the fighting for them?	------ ----------- What do we get in return for doing the fighting for them?	5.0
2138	main-forum	deft-forum	2014	138	none	none	I guess I pulled it out of the census's rear end in a top hat.	Does the census have an rear end in a top hat?	2.6
2429	main-forum	deft-forum	2014	429	none	none	Originally Posted by muslim girl ooops sorry!	Originally Posted by muslim girl its not a complete impossibility.	1.2
6459	main-forums	answers-forums	2015	461	none	none	"Certainly many usage guides have advised against use of this ""singular they"" on various ""logical"" grounds."	"Second one  (for writing purpose), if I believe the ""THEY/THEIR (SINGULAR)"" article."	3.0
2091	main-forum	deft-forum	2014	91	none	none	Do you see Obama calling for regulation reform?	Do you see Obama calling for Cut, Cap and Balance?	1.8
2440	main-forum	deft-forum	2014	440	none	none	What if they messed up a study?	What if they had a personal bias?	1.0
2331	main-forum	deft-forum	2014	331	none	none	Are you driving one?	Are you driving a fucking Volt?	2.6
6564	main-forums	answers-forums	2015	1059	none	none	I'm facing a similar situation; being Danish and living in (German-speaking) Austria.	An alternative would be to expose her solely or additionally to Hindi in daycare.	0.0
6743	main-forums	answers-forums	2015	1954	none	none	Yes, dull dialog should be removed completely (or transformed to interesting dialog).	I agree with Lauren's answer: You need highs and lows in any story.	1.8
2167	main-forum	deft-forum	2014	167	none	none	We're talking about angels and common pins again, right?	@Lustig Andrei, We're talking about angels and common pins again, right?	4.8
6708	main-forums	answers-forums	2015	1781	none	none	No, there is no specific criteria for giving the man of the match award.	As per the rules, MoM award is decide by the commentry pannel.	3.0
2009	main-forum	deft-forum	2014	9	none	none	Originally Posted by Vienna How was it authoritarian?	Originally Posted by zaf I give up.	0.6
6560	main-forums	answers-forums	2015	1031	none	none	You will be hard pressed to find scientific studies that answer these questions with any certainty.	The topics you mention are very broad and not closely related in the scientific world.	2.2
2028	main-forum	deft-forum	2014	28	none	none	"I have  years of ""Neener Neener"" rights I use lettuce too."	"I have  years of ""Neener Neener"" rights Hi Wiggies!"	2.6
6479	main-forums	answers-forums	2015	600	none	none	I think it is still feasible to store seeds until the next year.	I haven't tried storing tomato seeds myself, but I have tried to store pepper seeds (and they are closely related).	1.5
2016	main-forum	deft-forum	2014	16	none	none	BTW he had appropriate deferments for the time.	Appropriate deferments for the time, eh?	3.2
6630	main-forums	answers-forums	2015	1398	none	none	Freezing motion generally requires one, maybe two things: fast shutter speed, and flash at the right time.	In addition to @Pearsonartphoto's answer, you can use flash (either the built-in or better yet, an extarnal) to freeze the motion.	2.6
6473	main-forums	answers-forums	2015	541	none	none	If you're doing a full body workout 6 days a week, you absolutely need the rest week.	There are both physiological and neurological reasons to build in rest.	2.6
2444	main-forum	deft-forum	2014	444	none	none	Last night Japanese forces attacked Hong Kong.	Last night Japanese forces attacked the Philippine Islands.	2.6
6425	main-forums	answers-forums	2015	286	none	none	The Hare Psychopathy Checklist is often used to assess psychopathy in clinical settings.	From an article entitled Can You Call a 9-Year-Old a Psychopath?	1.8
2151	main-forum	deft-forum	2014	151	none	none	no missile evidence.	no missile witnesses.	3.2
6418	main-forums	answers-forums	2015	243	none	none	Intrinsic reward is the emotional pay-off that you get by completing an activity.	According to Frederick Herzberg's two-factor theory of motivation, intrinsic rewards are motivators (e.g.	2.6
6515	main-forums	answers-forums	2015	791	none	none	Dominus, plural Domini, in ancient Rome, “master,” or “owner,” particularly of slaves.	A greek-speaking slave (δούλος, doulos) I think would call his master κύριος (translit: kurios; lord, master, sir; vocative form: κύριε).	2.2
6633	main-forums	answers-forums	2015	1404	none	none	The U.S. appears to have a smaller shadow economy for a few reasons in no particular order.	There are three main factors that drive the low shadow economy in the US.	2.6
6471	main-forums	answers-forums	2015	533	none	none	I recently stumbled on a great article that talks about protein consumption for the purposes of building muscle (recovery included).	Low reps with high weights don't add mass because the duration of the exercise is kept short.	1.0
2347	main-forum	deft-forum	2014	347	none	none	The Infestation posts.	The mosquitoes posts.	1.8
2324	main-forum	deft-forum	2014	324	none	none	For the trillionth time, I've never said rehabilitation doesn't work.	"The point you quote should say ""I never said rehabilitation could never work."""	3.4
6624	main-forums	answers-forums	2015	1351	none	none	I use Elinchrom Skyports, but if money is not an issue then go for PocketWizards.	Or just go with the ultra-cheap YongNuo RF-602, which give you a lot of bang for the buck.	1.2
6575	main-forums	answers-forums	2015	1105	none	none	"My experience with Danios has that they always have been ""bossy"" fish."	Breed Zebra Danios are extremely hardy fish, they are almost difficult to kill.	3.0
2192	main-forum	deft-forum	2014	192	none	none	"The argument was ""Albert Einstein didn't go to college""."	"OMG, ""Einstein didn't go to college."""	4.2
6540	main-forums	answers-forums	2015	934	none	none	I visit AZ every summer and include some hikes in the desert when I'm there.	Apart from what has been said, your need of water also depends on what you eat.	0.2
6542	main-forums	answers-forums	2015	942	none	none	An embolism in a medical context refers to any large moving mass or defect in the blood stream.	Here is an interesting article on wikipedia to give overview of pressure related injuries.	0.0
6443	main-forums	answers-forums	2015	399	none	none	Copper can be useful for certain tasks due to the its metallic properties (heats quickly, distributes heat evenly, etc.	Probably subjective, but ... Good clad stainless steel will give you much better cooking performance per dollar than copper.	1.4
2205	main-forum	deft-forum	2014	205	none	none	I said she has not ever had to be a part of any workforce.	Ann Romney has never had to get out and be a part of the workforce.	3.4
2218	main-forum	deft-forum	2014	218	none	none	I'd offer Iran a deal.	Chuck I'd offer Iran a deal.	4.2
6610	main-forums	answers-forums	2015	1269	none	none	As I understand it, nothing that can be changed, or broken down into smaller parts is inherently real.	Our interactions are merely depends on where we put our perception.	0.4
6725	main-forums	answers-forums	2015	1857	none	none	The most obvious is the oldest long distance walk in Scotland: The West Highland Way.	Look at this: http://www.capewrathtrail.co.uk/ You could do it in stages.	1.6
6695	main-forums	answers-forums	2015	1715	none	none	If the number of fours hit by two teams are also equal then both teams will get 1 point each.	This is the rule if the runs scored by two teams in Super Over is equal...	0.6
2299	main-forum	deft-forum	2014	299	none	none	Bush gets zero credit for the budget under him.	And, Obama gets zero credit for the budget under him.	1.8
2337	main-forum	deft-forum	2014	337	none	none	Higher than  per cent but not very high.	Lower than  per cent but not very low.	1.0
2318	main-forum	deft-forum	2014	318	none	none	I think he'd be better for American business interests overall.	Would he be better for American society?	1.6
2443	main-forum	deft-forum	2014	443	none	none	Why are you talking about women within the Hebrew tribes?	We were talking about women as war bounty were we not?	1.4
6719	main-forums	answers-forums	2015	1825	none	none	I had a similar issue but in what seemed to be a simpler situation.	I'm actually about to do the same thing when transferring at London Heathrow.	0.0
6445	main-forums	answers-forums	2015	401	none	none	In some cases the implication could even be that Tom does not love her.	There is no implication about Tom whatsoever in such a sentence.	1.8
6654	main-forums	answers-forums	2015	1521	none	none	A quick research (1, 2) showed me that the concentration of caffeine seems to peak about 30-60mins after ingestion.	The issue is that it never becomes useful in its true meaning.	0.0
6462	main-forums	answers-forums	2015	469	none	none	Those expressions could have slightly different meanings especially when talking about finance.	I suspect the phrase originated in the habit of drawing the internet as a cloud shape on network diagrams.	0.4
6387	main-forums	answers-forums	2015	82	none	none	"I agree with Seteropere completely, ""Network Science"" is a very broad subject."	I would say you are approaching it in the wrong way.	0.0
2157	main-forum	deft-forum	2014	157	none	none	If you leap up to make a hit, you're getting a penalty.	If your stick hits a guy in the face, you're getting a penalty.	2.6
6386	main-forums	answers-forums	2015	79	none	none	Edit, again: The question seems to have changed, yet again.	I can think of three reasons why a faculty member might reveal how a student performed on a qualifying examination.	0.0
6618	main-forums	answers-forums	2015	1322	none	none	I have a few Nikon lenses, and a Sigma 10-20mm for super-wide shots.	If your interest is primarily the optics, you need to look at individual lenses, not brands as a whole.	1.8
6495	main-forums	answers-forums	2015	659	none	none	"If you can get over the ""ick factor,"" you have an easily-applied source of organic nitrogen fertilizer close at hand."	The NPK numbers on the fertilizer represents the percent, by weight, of Nitrogen, P2O5 and K2O, respectively.	2.0
6704	main-forums	answers-forums	2015	1762	none	none	I can think of three key factors that are quite logical conjectures.	There have been quite a few studies in football/soccer discussing home field advantage.	0.2
6689	main-forums	answers-forums	2015	1696	none	none	This idea has been around since the beginning of myth and storytelling.	The science behind superheroes might shed some light on this topic.	0.2
