index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
1143	main-captions	images	2014	208	none	none	A plane flying at a distance.	A woman with a white horse.	0.0
6331	main-captions	track5.en-en	2017	161	none	none	The fruits should be eaten with lemon juice in order to prevent oxidation in your stomach.	three dogs growling On one another	0.0
1473	main-captions	images	2014	711	none	none	A boat is on the water near a small plane.	A boat is in the water and a small airplane is on the dock.	3.4
1957	main-captions	images	2015	1365	none	none	People are standing on an escalator moving up.	People ride up an escalator.	4.6
1905	main-captions	images	2015	1225	none	none	a snowboarder jumps into the air.	A snowboarder flies through the air.	4.0
994	main-captions	MSRvid	2012train	741	none	none	The man is playing the wooden flute.	A little boy is vacuuming the floor.	0.0
175	main-captions	MSRvid	2012test	259	none	none	A man is folding paper.	A woman is slicing a pepper.	0.6
1331	main-captions	images	2014	488	none	none	A close up of the front end of a purple and white motor cycle.	Close up of the rear of a red sports car.	1.2
1572	main-captions	images	2015	233	none	none	A blonde dog is catching a ball in its mouth in the snow.	A little blonde girl is sitting on a green chair.	0.0
803	main-captions	MSRvid	2012train	456	none	none	A woman is adding spices on a meat.	A woman adds ingredients to beef.	3.75
1092	main-captions	images	2014	129	none	none	The men are playing a guitar and having a drink.	There is a young boy with a red and blue jacket on feeding a sheep.	0.0
1317	main-captions	images	2014	463	none	none	Two women in the kitchen looking at a object.	Three men in suits sitting at a table.	0.0
195	main-captions	MSRvid	2012test	288	none	none	Two dogs swim in a pool.	Dogs are swimming in a pool.	4.2
416	main-captions	MSRvid	2012test	626	none	none	A person is peeling a potato.	A cat is licking a small bottle.	0.0
1891	main-captions	images	2015	1195	none	none	A group of people standing outside of a building.	A large group of people have formed a line outside.	3.2
880	main-captions	MSRvid	2012train	566	none	none	A person is cutting garlic into pieces with a knife.	Someone is putting ingredients into a wok.	0.75
543	main-captions	MSRvid	2012train	74	none	none	A woman is cutting a leak.	A woman is slicing a leek.	4.0
100	main-captions	MSRvid	2012test	145	none	none	A man is playing a guitar.	Someoen is playing guitar.	3.6
1496	main-captions	images	2014	749	none	none	A small brown birds is eating from a bird feeder hanging from a tree.	A small red and grey bird perched in a tree.	2.0
5774	main-captions	MSRvid	2012test	147	none	none	A girl is riding a horse.	A girl is riding a bicycle.	1.917
232	main-captions	MSRvid	2012test	344	none	none	A man is selling items.	A man is cleaning the house.	0.8
88	main-captions	MSRvid	2012test	129	none	none	A small dog is chasing a yoga ball.	A dog is chasing a ball.	4.0
817	main-captions	MSRvid	2012train	478	none	none	A man is kicking oots of water.	A woman is slicing a red pepper.	0.25
1792	main-captions	images	2015	877	none	none	a man walks two dogs on leashes down the street	A man walks two dogs in the city.	4.2
1920	main-captions	images	2015	1261	none	none	The tan and white dog is running in the field.	The brown and white dogs run through the field.	3.4
844	main-captions	MSRvid	2012train	514	none	none	A woman is doing weight exercises.	A woman is exercising with a barbell.	3.5
1577	main-captions	images	2015	244	none	none	A black dog running through water.	A black dog is running through some water.	4.8
1568	main-captions	images	2015	228	none	none	A little girl holds a wooden stick.	A little girl swimming in a pool.	2.2
1188	main-captions	images	2014	275	none	none	A line outside of a bookstore on a street.	The yellow motorcycle is parked on the street.	0.4
1909	main-captions	images	2015	1232	none	none	A man jumps off of one rooftop onto another.	A young man jumps from one balcony to another.	2.8
344	main-captions	MSRvid	2012test	513	none	none	A boy is pushing a van.	A person is slicing a tomato.	0.0
530	main-captions	MSRvid	2012train	57	none	none	A person is driving a car.	A man is driving a car.	3.5
1223	main-captions	images	2014	330	none	none	The train sits at the train station.	The blue train is at the station.	4.0
1942	main-captions	images	2015	1335	none	none	A person climbs up a snowy hill while their dog follows.	A person climbs a snowy hill while a black dog follows.	3.8
1155	main-captions	images	2014	225	none	none	Two red buses parked up with gardens in front of them.	Red buses are parked by a large white building beside a formal garden.	3.4
1208	main-captions	images	2014	311	none	none	The two dogs blend in with the stuff animals.	Two dogs sit on a couch with many stuffed animals.	3.4
6077	main-captions	images	2014	563	none	none	A long-haired man with a hat standing between two large, half-empty Coke bottles.	A man with a cap and jacket walking between two large bottles.	3.6
1083	main-captions	images	2014	114	none	none	A white animal running through snow covered woods.	A white dog runs through a snow covered wood.	3.4
1736	main-captions	images	2015	713	none	none	A man is scalling a sheer rock face with a rope support.	A young man is doing a ski jump with a purple board.	0.4
5891	main-captions	MSRvid	2012train	78	none	none	The man is smashing garlic.	A man is smashing some garlic.	5.0
127	main-captions	MSRvid	2012test	188	none	none	A boy is playing an instrument.	A man is playing a trumpet.	2.5
661	main-captions	MSRvid	2012train	244	none	none	A man stares out a window.	A man looks out the window.	4.8
61	main-captions	MSRvid	2012test	89	none	none	A man chops down a tree with an axe.	A man cut a tree with an axe.	4.75
810	main-captions	MSRvid	2012train	468	none	none	A man is playing the piano.	Someone is playing guitar.	0.75
744	main-captions	MSRvid	2012train	357	none	none	A man is eating wood.	A man is adding oil to car.	0.5
62	main-captions	MSRvid	2012test	90	none	none	A kid plays with a toy phone.	A little boy plays with a toy phone.	3.5
952	main-captions	MSRvid	2012train	677	none	none	A man and woman dance.	A man is petting a dog.	0.333
342	main-captions	MSRvid	2012test	511	none	none	A dog is playing in the snow.	A dog is pawing at a fly in the carpet before it.	1.6
6264	main-captions	track5.en-en	2017	36	none	none	Four girls happily walk down a sidewalk.	Three young girls walk down a sidewalk.	3.4
1575	main-captions	images	2015	237	none	none	A woman and a dog standing in the grass.	A man carries a sign while standing in the rain.	0.0
98	main-captions	MSRvid	2012test	143	none	none	A man is slicing potatoes.	A woman is peeling potato.	2.2
1481	main-captions	images	2014	722	none	none	Two dogs in a fenced kennel look ahead.	Two girls on a guy posing on the bow a boat.	0.0
6116	main-captions	images	2014	747	none	none	A blue scooter parked on a sidewalk.	A blue moped parked on the sidewalk.	4.2
6323	main-captions	track5.en-en	2017	147	none	none	A lady and her daughter look through a microscope.	A girl and a lady both looking through a microscope.	4.6
1761	main-captions	images	2015	791	none	none	A teenage girl running on a beach shouting, with an older man walking behind her.	a young child running along the shore at a beach	1.8
536	main-captions	MSRvid	2012train	64	none	none	A man is cutting an onion.	A man is cutting a plantain.	3.667
5965	main-captions	MSRvid	2012train	539	none	none	A baby eats his food.	A baby is being fed peas.	3.0
1656	main-captions	images	2015	482	none	none	a group of old men walking down the street	A couple walking down the street.	2.0
1090	main-captions	images	2014	127	none	none	The bald eagle is perched on a rope.	Two bald eagles perched on a branch.	2.6
769	main-captions	MSRvid	2012train	399	none	none	A woman is adding an egg and stirring.	A woman is mixing an egg in a bowl.	3.5
5951	main-captions	MSRvid	2012train	450	none	none	A man is playing a guitar.	A woman is riding a horse.	0.5
355	main-captions	MSRvid	2012test	528	none	none	A man is riding a horse and jumping over obstacles.	A man is kicking a soccer ball.	0.333
6218	main-captions	images	2015	1030	none	none	A boy is jumping into the water with a ball in his hand.	A little boy swimming underwater with a toy in his hand.	2.2
5970	main-captions	MSRvid	2012train	579	none	none	A woman is riding a horse on the beach.	A woman is washing a bowl.	0.2
161	main-captions	MSRvid	2012test	238	none	none	A man is playing a guitar.	A man is stabbing a target.	1.2
516	main-captions	MSRvid	2012train	40	none	none	A woman is peeling a potato.	A woman peels a potato.	5.0
653	main-captions	MSRvid	2012train	235	none	none	A woman is washing her hands.	A woman is straightening her hair.	0.8
5850	main-captions	MSRvid	2012test	568	none	none	A man is screwing wood to a wall.	A man is giving a woman a massage.	0.2
931	main-captions	MSRvid	2012train	641	none	none	The man sang on stage into the microphone.	A man in a suit is standing at a microphone and singing.	3.5
776	main-captions	MSRvid	2012train	411	none	none	The woman droppped eggplant into the pan.	A woman puts chopped eggplant into a skillet.	4.0
6017	main-captions	images	2014	108	none	none	One Asian and one occasion woman in glasses smiling with their thumbs up.	Two women are posing for the camera and giving the thumbs up sign.	3.4
611	main-captions	MSRvid	2012train	170	none	none	A woman is cracking eggs into a bowl.	A woman is cracking eggs.	4.0
1514	main-captions	images	2015	46	none	none	The two boys play in the field.	The two people have their heads covered with scarves.	0.0
1688	main-captions	images	2015	561	none	none	A dog with big ears is holding a small stick in it's mouth.	A puppy with big ears chewing on a stick.	3.8
6024	main-captions	images	2014	164	none	none	A cat looking at the camera.	A grey, black, and white cat looking at the camera.	4.0
846	main-captions	MSRvid	2012train	516	none	none	A large bird standing on a table picks up a plastic glass containing liquid and places it in a bowl of something.	A bird picks up a plastic cup containing a liquid with it's beak and puts the cup into a bowl.	3.5
1462	main-captions	images	2014	693	none	none	A television in a messy room with several bookcases.	A room with a television, stereo and bookshelf.	3.2
5961	main-captions	MSRvid	2012train	528	none	none	A man is stirring ingredients in a bowl.	A man is beating two eggs in a bowl with a fork.	2.75
1303	main-captions	images	2014	443	none	none	A pug dog wits on a yellow chair next to a green dumpster.	A bulldog sitting on a yellow chair beside a large waste receptacle.	3.2
1925	main-captions	images	2015	1291	none	none	A young men jumps off rocks into a lake.	A young man in red swimming trunks jumped off a large rock into the water.	4.0
828	main-captions	MSRvid	2012train	490	none	none	A man is placing meat in a bag.	A man is drivong a car.	0.5
6070	main-captions	images	2014	511	none	none	Young baby girl sitting on table.	A woman with a smiling baby sitting on the table.	1.6
6133	main-captions	images	2015	165	none	none	A woman is sitting up asleep with her head resting on her hand.	A man who is resting his head on his hand.	2.2
6195	main-captions	images	2015	781	none	none	A woman stands with her arms out at her sides while another takes a picture.	A man stands in a crowd holding a white object.	0.4
1476	main-captions	images	2014	715	none	none	A black and white cat is sitting on a brown chair looking up.	A dog sitting on a yellow chair next to a green dumpster.	0.4
5780	main-captions	MSRvid	2012test	189	none	none	A band is performing on a stage.	A band is playing onstage.	5.0
1185	main-captions	images	2014	271	none	none	Two brown horses standing in grassy field.	Two men sailing in a small sailboat.	0.0
982	main-captions	MSRvid	2012train	719	none	none	A baby is talking.	A boy is trying to say firetruck.	1.2
1099	main-captions	images	2014	138	none	none	A black and white photo of an empty train station.	a black and white photo of a cat lying down.	1.6
1970	main-captions	images	2015	1397	none	none	A brown dog is jumping up to catch a green strap in it's mouth.	A grey dog jumps to bite a green leash.	3.2
933	main-captions	MSRvid	2012train	644	none	none	A man is holding a frog.	A man is emptying a plastic container.	0.6
6055	main-captions	images	2014	380	none	none	Large white cruise ship floating on water.	Large cruise ship floating on the water.	4.6
335	main-captions	MSRvid	2012test	500	none	none	A man is breaking water jugs.	A woman is peeling garlic.	0.2
1886	main-captions	images	2015	1185	none	none	Two men sit on the sidewalk in front of stores.	A woman in a bathing suit walks a dog on the beach.	0.0
483	main-captions	MSRvid	2012test	731	none	none	A cat is licking himself.	A man is slicing a white onion with a mandolin slicer.	0.0
1598	main-captions	images	2015	314	none	none	two big brown dogs running through the snow.	A brown dog running through the grass.	2.0
5852	main-captions	MSRvid	2012test	573	none	none	A small baby is playing a guitar.	A boy sits on a bed, sings and plays a guitar.	2.0
942	main-captions	MSRvid	2012train	659	none	none	A boy is cutting paper.	A man is loading a rifle.	0.0
6244	main-captions	images	2015	1438	none	none	A woman runs on the beach.	a dog runs across the land.	1.8
792	main-captions	MSRvid	2012train	435	none	none	Some children are jumping on Trampoline.	Two boy are playing on a trampoline.	3.0
788	main-captions	MSRvid	2012train	429	none	none	A soccer player is kicking the soccer ball into the goal from a long way down the field.	A soccer player kicks the ball into the goal.	3.25
1717	main-captions	images	2015	665	none	none	The girl is playing along with the images on the big screen.	Three girls holding umbrellas with their backs to the camera.	0.4
6121	main-captions	images	2015	50	none	none	A group of people standing in the street	A woman addressing a diverse group of people standing in the street.	2.6
5989	main-captions	MSRvid	2012train	690	none	none	The man is trying to feed the snake with a mouse.	A man is working on his laptop.	0.8
6012	main-captions	images	2014	71	none	none	The lamb is looking at the camera.	A cat looking at the camera.	0.8
1864	main-captions	images	2015	1129	none	none	A black and a yellow dog	A black dog and a brown-and-white dog play in a field.	2.2
6317	main-captions	track5.en-en	2017	137	none	none	Baseball players playing a game at the park.	A basketball player, playing in the home coming game.	1.6
936	main-captions	MSRvid	2012train	650	none	none	A man is dicing an onion.	The man is playing the guitar.	0.4
1989	main-captions	images	2015	1477	none	none	The man is sitting with a little girl in the park.	The man is playing with the shaggy little dog.	0.6
1089	main-captions	images	2014	125	none	none	An orange tabby cat sleeping on the sofa.	Man wearing a bib sitting on a green couch.	0.0
1346	main-captions	images	2014	506	none	none	A little bird floating in the water.	A duck floating in the water.	2.4
1412	main-captions	images	2014	613	none	none	A subway train pulling into the station.	A white train pulling into a station.	3.6
257	main-captions	MSRvid	2012test	384	none	none	Three teenage girls danced in the room.	Some teenage girls are dancing for the camera.	2.4
6180	main-captions	images	2015	673	none	none	Three dogs playing in the snow.	Three dogs run in the snow.	4.2
1576	main-captions	images	2015	240	none	none	A man in a blue shirt is running in a stadium field.	A man wearing a blue hat and shirt is riding a white horse.	1.0
1112	main-captions	images	2014	154	none	none	a black and white photo of a cow under a tree.	A black and white photo of a cow walking under a tree in a field.	4.2
774	main-captions	MSRvid	2012train	409	none	none	Someone is playing piano.	A person is playing a keyboard piano.	3.6
170	main-captions	MSRvid	2012test	250	none	none	Medics transport a patient on a stretcher.	A doctor rushes a patient on a stretcher.	3.4
1997	main-captions	images	2015	1490	none	none	A baseball player throws the ball.	The basketball player holds the ball.	1.6
5864	main-captions	MSRvid	2012test	660	none	none	The man cut up an onion.	A man is dancing.	0.6
1945	main-captions	images	2015	1341	none	none	The man is riding a bike down a dirt hill.	A trick bicyclist grinds down a handrail.	1.8
1191	main-captions	images	2014	283	none	none	Two white horses staring over a fence.	Two horses standing in a pen.	3.0
472	main-captions	MSRvid	2012test	711	none	none	A person is frying a meat in the pan.	A man is cutting a vegetable.	0.6
58	main-captions	MSRvid	2012test	85	none	none	A woman rides a horse.	A woman is riding a horse.	5.0
346	main-captions	MSRvid	2012test	516	none	none	A woman is opening a soda and drinking it.	A woman is riding on an elephant.	0.6
5888	main-captions	MSRvid	2012train	68	none	none	Women are running.	Two women are running.	3.824
1394	main-captions	images	2014	585	none	none	Two women stand in a living room with a black dog.	Two women standing in a living room with a black dog looking towards the camera.	4.0
213	main-captions	MSRvid	2012test	314	none	none	A man is punching through boards.	A dog is running through water.	0.4
6054	main-captions	images	2014	354	none	none	Two white dogs are swimming in the water.	The birds are swimming in the water.	0.8
859	main-captions	MSRvid	2012train	536	none	none	A man is chopping coriander leaf.	A man is playing a guitar.	0.8
1049	main-captions	images	2014	68	none	none	A small dog looking up at the camera while standing on grass.	A man and women smiling at the camera while standing in a kitchen.	0.8
362	main-captions	MSRvid	2012test	537	none	none	A man is playing guitar.	A woman is slicing up some pork.	0.0
266	main-captions	MSRvid	2012test	397	none	none	A kid runs away from a fish swinging around on a fishing pole.	A little kid is running around a fishing pole.	2.5
534	main-captions	MSRvid	2012train	61	none	none	A man is crying.	A man is screaming.	3.0
830	main-captions	MSRvid	2012train	492	none	none	A rabbit is sniffing and pawing a stuffed rabbit.	A live rabbit is playing with a stuffed animal bunny.	4.5
1270	main-captions	images	2014	396	none	none	A group of people in a living room.	A group of four people walking past a giant mushroom.	0.8
1031	main-captions	images	2014	47	none	none	Red double decker bus driving through the streets.	Double decker passenger bus driving with traffic.	4.0
1119	main-captions	images	2014	167	none	none	A young girl wearing a helmet riding a pony.	A girl wearing a red blouse riding a brown horse.	2.0
590	main-captions	MSRvid	2012train	142	none	none	A girl is styling her hair.	A girl is filing her nails.	1.25
1536	main-captions	images	2015	146	none	none	A young boy in a brown jacket playing with snow.	Two dogs are playing in the snow.	1.2
6277	main-captions	track5.en-en	2017	66	none	none	A woman looks at a duck as she walks behind it.	A woman is going on a walk with her dog.	1.0
5975	main-captions	MSRvid	2012train	593	none	none	A woman is mixing eggs in the bowl.	A man is doing push ups.	0.0
5906	main-captions	MSRvid	2012train	187	none	none	A man is dancing.	A man is speaking.	1.2
322	main-captions	MSRvid	2012test	483	none	none	A man is mowing grass.	A man is busting concrete.	0.833
1075	main-captions	images	2014	102	none	none	A red moped parked on a sidewalk in front of graffiti.	The red scooter is sitting on the street in front of the building.	3.6
521	main-captions	MSRvid	2012train	47	none	none	A man is playing a guitar.	A man is playing a piano.	2.0
397	main-captions	MSRvid	2012test	600	none	none	A man is walking with a horse.	A man is leading a horse around by it's halter.	3.75
678	main-captions	MSRvid	2012train	264	none	none	A man is swinging in a rope.	A gibbon is swinging in the trees.	1.25
1159	main-captions	images	2014	230	none	none	Red double decker bus.	A red, double-decker bus.	5.0
93	main-captions	MSRvid	2012test	135	none	none	A man is fishing.	A man is exercising.	0.5
529	main-captions	MSRvid	2012train	56	none	none	A cat is drinking milk.	A kitten is drinking milk.	4.0
1134	main-captions	images	2014	196	none	none	A brown horse grazing in a field of green grass.	Brown horse standing in middle of grassy field.	4.0
