index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
6982	main-news	MSRpar	2012train	591	none	none	Kaichen appeared Wednesday in federal court on two bank robbery charges.	She appeared in federal court Wednesday, but did not enter a plea.	3.0
7111	main-news	headlines	2014	257	none	none	London Marathon observes silence for Boston bomb victims	London Marathon observes silence for Boston victims	4.6
5203	main-news	headlines	2015	632	none	none	Egyptian court considers Mubarak‚Äôs release	Egypt court orders Mubarak release	4.0
4880	main-news	headlines	2014	660	none	none	South Africa prays for Nelson Mandela	South Africa unites in prayer and song for Nelson Mandela	4.2
7095	main-news	headlines	2014	128	none	none	Moderate earthquake jolts NW Pakistan	Moderate earthquake hits southern Pakistan	3.0
2845	main-news	MSRpar	2012test	595	none	none	"""I feel confident saying that HP is no longer an integration story,"" Fiorina said."	"""We still have a lot to do, but I feel confident that HP is no longer an integration story."""	3.4
3138	main-news	MSRpar	2012train	278	none	none	Fletcher said he expects to have the support of lawmakers from agricultural states, many of whom are on the committee.	He said he also expects to have the support of lawmakers from other agricultural states.	3.4
2864	main-news	MSRpar	2012test	629	none	none	Federal Judge William Barbour said Tuesday he imposed the maximum sentence because Avants showed no remorse in the brutal slaying.	U.S. District Judge William Barbour said he imposed the maximum because Avants showed no remorse.	3.6
7138	main-news	headlines	2014	553	none	none	Guatemala arrests software guru John McAfee	Held in Guatemala, software guru McAfee fights deportation	3.4
5087	main-news	headlines	2015	331	none	none	Fourteen killed in Brazil bus accident	Two killed in Arizona skydiving accident	0.6
2654	main-news	MSRpar	2012test	323	none	none	Moore had no immediate comment Tuesday.	Moore did not have an immediate response Tuesday.	4.778
2983	main-news	MSRpar	2012train	46	none	none	"However, we have decided to opt for the European consortium's engine as the best overall solution and due to the substantial price efforts made""."	"However, we have decided to opt for the European consortium's engine as the best overall solution."""	3.8
5660	main-news	headlines	2016	886	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Singapore shares open 0.83% higher on Wednesday	Singapore shares open 0.06% lower on Tuesday	1.0
7065	main-news	headlines	2013	636	none	none	9/11 defendants ignore judge at Guantanamo hearing	Sept. 11 defendants enrage families at hearing	1.0
5588	main-news	headlines	2016	271	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	First post office savings bank ATM opens in Chennai	India's first post office savings bank ATM inaugurated in Chennai	4.0
3978	main-news	headlines	2013	282	none	none	Syrian journalists killed in capital	US Marines killed in base attack	0.6
6873	main-news	MSRpar	2012train	17	none	none	Higher courts have ruled that the tablets broke the constitutional separation of church and state.	The federal courts have ruled that the monument violates the constitutional ban against state-established religion.	4.0
3417	main-news	MSRpar	2012train	703	none	none	Dogs, he said, are second only to humans in the thoroughness of medical understanding and research.	He said that dogs are second only to humans in terms of being the subject of medical research.	4.6
4722	main-news	headlines	2014	462	none	none	Piers Morgan questioned by police	Piers Morgan Interviewed by Police in Hacking Case	3.6
7086	main-news	headlines	2014	48	none	none	De Blasio sworn in as New York mayor, succeeding Bloomberg	Bill De Blasio sworn in as New York mayor, succeeding Michael Bloomberg	5.0
6971	main-news	MSRpar	2012train	519	none	none	Stout previously worked for General Electric subsidiary GE Capital Service Inc., where he was vice president and chief technology and information officer.	Stout comes to Sprint from GE Capital, where he served as chief technology and information officer.	3.2
4143	main-news	headlines	2013	489	none	none	Toys R Us waives fee for layaway program	Wal-Mart lowers fee for holiday layaway program	1.8
5441	main-news	headlines	2015	1219	none	none	Israel sanctions Palestinians in new blow to peace talks	Israel to release Palestinian prisoners as part of deal to revive peace talks	2.4
3063	main-news	MSRpar	2012train	160	none	none	Since early May, the city has received 1,400 reports of dead blue jays and crows, Jayroe said.	Since early May, the city has received 1,400 reports, he said.	2.8
6865	main-news	MSRpar	2012test	702	none	none	Representatives for Puretunes could not immediately be reached for comment Wednesday.	Puretunes representatives could not be located Thursday to comment on the suit.	3.25
4261	main-news	headlines	2013	635	none	none	US drone strike kills 5 militants in Pakistan	U.S. drone strikes kill 16 suspected militants in Yemen	1.8
5388	main-news	headlines	2015	1079	none	none	Asian Muslims celebrate Eid as 14 killed in Afghanistan	Asian Muslims celebrate Eid as 52 die in Pakistan, Afghanistan	3.6
4137	main-news	headlines	2013	482	none	none	Microsoft's Surface a big bet on future: Analysts	Microsoft's Surface tablet promising, but questions remain	3.8
3132	main-news	MSRpar	2012train	271	none	none	"Sobig.F spreads when unsuspecting computer users open file attachments in emails that contain such familiar headings as ""Thank You!,"" ""Re: Details"" or ""Re: That Movie."""	"The virus spreads when unsuspecting computer users open file attachments in emails that contain familiar headings like ""Thank You!"" and ""Re: Details""."	4.0
3029	main-news	MSRpar	2012train	108	none	none	Palm Wednesday announced plans to acquire Handspring, a company started by Jeff Hawkins, regarded by many as the father of the Palm handheld.	Palm said on Wednesday it plans to buy Handspring, a company created by renegade Palm co-founder Jeff Hawkins.	4.0
7139	main-news	headlines	2014	558	none	none	Biden calls for trust in US-China relations	Biden calls for trust in building ‘new relationship’ with China	4.6
3709	main-news	deft-news	2014	259	none	none	china is a nuclear power and member of the u.n. security council.	china is a permanent member of the un security	3.0
6795	main-news	MSRpar	2012test	225	none	none	The pound also made progress against the dollar, reached fresh three-year highs at $1.6789.	The British pound flexed its muscle against the dollar, last up 1 percent at $1.6672.	3.25
5000	main-news	headlines	2015	112	none	none	Turkish search ends as last missing miners found	Turkish Search Ends as Last Missing Miners Found	5.0
5659	main-news	headlines	2016	884	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Top Asian News at 4:00 p.m. GMT	Top Asian News 8:39 a.m. GMT	3.0
2483	main-news	MSRpar	2012test	56	none	none	About 22% of twentysomethings are obese, which is roughly 30 pounds over a healthy weight.	About 31 percent of Americans are now obese — roughly 30 or more pounds over a healthy weight.	2.6
4738	main-news	headlines	2014	484	none	none	Death toll from west Chinas violence rises to 35	Urgent: Death toll from NE China fire rises to 112	1.2
4207	main-news	headlines	2013	570	none	none	Facebook boosts size of IPO by 25pc to raise $15bn	Facebook boosts size of IPO by 25 percent	3.6
3942	main-news	headlines	2013	238	none	none	Salafi Islamists, police clash in Tunis - witnesses	Second Islamist hunger striker dies in a Tunisian prison	0.6
2960	main-news	MSRpar	2012train	12	none	none	The hearing occurred a day after the Pentagon for the first time singled out an officer, Dallager, for not addressing the scandal.	The hearing came one day after the Pentagon for the first time singled out an officer - Dallager - for failing to address the scandal.	5.0
7121	main-news	headlines	2014	413	none	none	Hospital: 61 killed in Venezuela prison riot	Dozens reported killed in Venezuela prison riot	2.6
3878	main-news	headlines	2013	160	none	none	Israel kills Hamas commander, bombs Gaza targets	Israel airstrikes kill Hamas commander, 5 others	3.4
2972	main-news	MSRpar	2012train	30	none	none	Express Scripts ESRX.O shares fell 3.6 percent to close at $66.89 on the Nasdaq.	Shares of Express Scripts ESRX.O fell about 4 percent to $66.73 on the Nasdaq in late morning trade.	3.0
4777	main-news	headlines	2014	536	none	none	Thousands protest gay marriage	Thousands protest gay marriage in France	3.2
2501	main-news	MSRpar	2012test	82	none	none	A passer-by found Ben hiding along a dirt road in Spanish Fork Canyon about 7 p.m., with his hands still taped together but his feet free.	A passer-by found the boy hiding along a dirt road in Spanish Fork Canyon about 7 p.m. Thursday, with his feet free but his hands still taped.	4.0
2596	main-news	MSRpar	2012test	240	none	none	A coalition of campaign groups, including the militant national students body, is backing the protests, which the NLC called in defiance of a court order banning them.	A coalition of campaign groups, including the militant national students body, is backing the action and is mobilising for protests.	3.333
5264	main-news	headlines	2015	775	none	none	ICC Champions Trophy: India vs South Africa	Champions Trophy: India v South AfricaLive	4.33
3815	main-news	headlines	2013	83	none	none	Gains in financial stocks push up European equities	British Christians take complaints to European court	0.0
6871	main-news	MSRpar	2012train	5	none	none	Amgen shares gained 93 cents, or 1.45 percent, to $65.05 in afternoon trading on Nasdaq.	Shares of Allergan were up 14 cents at $78.40 in late trading on the New York Stock Exchange.	1.333
4486	main-news	headlines	2014	171	none	none	6.3-magnitude earthquake hits Taiwan	7.7-magnitude earthquake hits SW Pakistan	1.2
2767	main-news	MSRpar	2012test	477	none	none	The new Army Commander is the Masaka Armoured Brigade commanding officer, Brigadier Aronda Nyakairima who is now promoted to major general.	PRESIDENT Yoweri Museveni has promoted Brigadier Aronda Nyakairima to Major General and named him Army Commander.	3.2
2977	main-news	MSRpar	2012train	39	none	none	Boeing said the final agreement is expected to be signed during the next few weeks.	"The Korean Air deal is expected to be finalized ""in the next several weeks,"" Boeing spokesman Bob Saling said."	3.0
4230	main-news	headlines	2013	600	none	none	What the Pope's butler saw – aide arrested over Vatican leaks	Pope’s butler arrested in scandal over Vatican leaks	3.4
3246	main-news	MSRpar	2012train	458	none	none	Russ Britt is the Los Angeles Bureau Chief for CBS.MarketWatch.com.	Emily Church is London bureau chief of CBS.MarketWatch.com.	1.8
2708	main-news	MSRpar	2012test	397	none	none	The European Union banned the import of genetically modified food in 1998; the United States is now demanding that the EU end its ban.	The union banned the import of genetically modified food in 1998 after many consumers feared health risks.	2.6
6936	main-news	MSRpar	2012train	339	none	none	FRIENDS of Robert De Niro yesterday rallied around him after he was diagnosed with prostate cancer.	Hollywood actor Robert De Niro has been diagnosed with prostate cancer, his spokesman said today.	3.5
4073	main-news	headlines	2013	401	none	none	AP Source: Redskins to trade for No. 2 pick	Redskins trade for No. 2 pick	4.2
3732	main-news	deft-news	2014	282	none	none	lugar and nunn are senators.	lugar and nunn awarded the prime minister a medal.	1.8
3084	main-news	MSRpar	2012train	194	none	none	By state law, 911 calls are not public information and were not released.	By law, 911 calls are not public information in Rhode Island.	3.4
4619	main-news	headlines	2014	336	none	none	US State Department faulted over Benghazi	State Dept security chief resigns after Benghazi	2.4
3226	main-news	MSRpar	2012train	429	none	none	The broad Standard & Poor's 500 Index .SPX gained 19.72 points, or 1.98 percent, to 1,015.69.	The Dow Jones industrial average .DJI jumped 2.09 percent, while the Standard & Poor's 500 Index .SPX leapt 2.23 percent.	3.0
4236	main-news	headlines	2013	607	none	none	Soldier 'can't recall' massacre	US soldier ‘doesn’t recall massacre’	4.4
3724	main-news	deft-news	2014	274	none	none	at the state scientific center of applied microbiology there is every kind of deadly bacteria that was studied for use in the secret biological weapons program of the soviet union.	the state scientific center of applied microbiology has been working with western scientists to convert the complex into a biomedical manufacturing site.	3.4
3530	main-news	deft-news	2014	80	none	none	restraining extremist groups is becoming increasingly difficult because of how the groups are financed.	bruguiere stated-- restraining extremist groups particularly across europe was becoming increasingly difficult because of how the groups are financed.	3.8
4573	main-news	headlines	2014	280	none	none	Taiwan gang leader nabbed at airport after 17 years	Zambia arrests ex-leader Banda over oil deal	0.4
3528	main-news	deft-news	2014	78	none	none	cambodia and vietnam finalized an agreement to stop asian and european drug traffickers.	syrian and russian officials signed an agreement of cooperation in combating drug trafficking.	2.0
5266	main-news	headlines	2015	778	none	none	Headlines in major Iranian newspapers on Sept 30	Headlines in major Iranian newspapers on Nov 21	3.0
3997	main-news	headlines	2013	308	none	none	Clinton warns Kenya of cost of election violence	Clinton warns Kenya on repeat of 2007 vote chaos	2.8
5584	main-news	headlines	2016	255	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Thai army declares martial law	Thailand's army declares martial law, denies coup	3.0
4887	main-news	headlines	2014	670	none	none	occupied Palestinian territory: Palestinians rebuff US peace talks blueprint	occupied Palestinian territory: Palestinians Face a Route to Nowhere	1.4
4899	main-news	headlines	2014	683	none	none	'Blade Runner' Pistorius to dispute murder charge	Pistorius cop on seven attempted murder charges	2.0
4920	main-news	headlines	2014	710	none	none	TV weatherman Fred Talbot arrested over sex claims	Weatherman Fred Talbot Held Over 'Sex Abuse'	3.8
5179	main-news	headlines	2015	569	none	none	U.S factory orders down 0.7 pct in January	German factory orders rebound in January	0.8
3027	main-news	MSRpar	2012train	106	none	none	Google's investors include prominent VC firms Kleiner Perkins Caufield & Byers and Sequoia Capital, the paper noted.	Google's early stage backers in include California-based Stanford University and VC firms Kleiner Perkins and Sequoia Capital.	2.8
3707	main-news	deft-news	2014	257	none	none	the meeting was 3 days long.	the meetings lasted 2 days.	2.8
2547	main-news	MSRpar	2012test	161	none	none	Oracle shares fell 27 cents, or 2 percent, to $13.09.	Oracle shares also rose on the news, up 15 cents to $13.51 on the Nasdaq.	1.6
6852	main-news	MSRpar	2012test	572	none	none	"Justices said that the Constitution allows the government to administer drugs only ""in limited circumstances."""	"In a 6-3 ruling, the justices said such anti-psychotic drugs can be used only in ""limited circumstances."""	3.5
7144	main-news	headlines	2014	624	none	none	Kenya Supreme Court upholds election result	Kenya SC upholds election result	5.0
3052	main-news	MSRpar	2012train	142	none	none	The world's two largest automakers said their U.S. sales declined more than predicted last month as a late summer sales frenzy caused more of an industry backlash than expected.	Domestic sales at both GM and No. 2 Ford Motor Co. declined more than predicted as a late summer sales frenzy prompted a larger-than-expected industry backlash.	3.2
2895	main-news	MSRpar	2012test	670	none	none	Sony said the PSP would also feature a 4.5-inch LCD screen, Memory Stick expansion slots.	It also features a 4.5 in back-lit LCD screen and memory expansion facilities.	2.75
5161	main-news	headlines	2015	518	none	none	Egypt's presidential election begins	Egypt issues long-waited presidential election law	2.8
5073	main-news	headlines	2015	292	none	none	N Korea test-fires 30 short-range missiles	N. Korea fires short-range missiles	3.4
5499	main-news	headlines	2015	1379	none	none	Palestinian diplomat injured in explosion in Prague	Palestinian ambassador injured in apartment blast	4.0
3514	main-news	deft-news	2014	64	none	none	jamaat-i-islami's youth wing staged a separate demonstration in kashmir.	jamaat-i-islami's youth wing's demonstration was against a us attack on iraq.	3.0
2808	main-news	MSRpar	2012test	544	none	none	"We remain hopeful that the city will agree to work with us and engage in good-faith discussions on this issue."""	"Alhart said the governor ""remains hopeful that the city will continue to work with us and engage in good-faith discussions."""	3.5
3802	main-news	headlines	2013	66	none	none	US, allies to set demands for Iran nuclear talks	'Iran won't accept pre-conditions to nuclear talks'	1.6
4259	main-news	headlines	2013	632	none	none	300 potential Jimmy Savile victims: police	UK: 300 potential Savile abuse victims emerge	3.6
4856	main-news	headlines	2014	629	none	none	Venezuela's Hugo Chavez dies of cancer	Venezuelan President Hugo Chavez dies of cancer at 58	3.8
3107	main-news	MSRpar	2012train	239	none	none	In addition, the Justice Department said that the FBI has conducted ''fewer than 10'' investigations involving visits to mosques.	"In addition, ""fewer than 10"" FBI offices have conducted investigations involving visits to Islamic mosques, the Justice Department said."	3.75
4779	main-news	headlines	2014	538	none	none	US Capitol Hill on lockdown after shots fired	Watch live: US Capitol on lockdown after reports of shots fired	4.8
3922	main-news	headlines	2013	212	none	none	Remains of 167 bodies found in Mexican cave	Remains of 167 people found in Mexico cave	5.0
5478	main-news	headlines	2015	1323	none	none	Israel and Hamas to observe brief Gaza truce	Israel And Hamas 'Accept Temporary Truce'	4.6
6907	main-news	MSRpar	2012train	197	none	none	Orange shares jumped as much as 15 percent.	France Telecom shares dropped 3.6 percent while Orange surged 13 percent.	2.0
3054	main-news	MSRpar	2012train	144	none	none	The pressure may well rise on Thursday, with national coverage of the final round planned by ESPN, the cable sports network.	The pressure will intensify today, with national coverage of the final round planned by ESPN and words that are even more difficult.	3.2
7070	main-news	headlines	2013	690	none	none	Roadside bomb kills 10 Afghan civilians: police	Roadside bomb kills 5 Afghan policemen	2.6
3697	main-news	deft-news	2014	247	none	none	tskhinvali is the capital of georgia.	paris is the capital of france.	0.4
6975	main-news	MSRpar	2012train	542	none	none	Consumers would still have to get a descrambling security card from their cable operator to plug into the set.	To watch pay television, consumers would insert into the set a security card provided by their cable service.	4.0
2529	main-news	MSRpar	2012test	133	none	none	Last week, his lawyers asked Warner to grant clemency under conditions that would have lead to a new sentencing hearing.	Last week, his lawyers asked Gov. Mark R. Warner to grant clemency, but the governor declined to intervene.	2.5
3275	main-news	MSRpar	2012train	501	none	none	Negotiators said Friday they made good progress during their latest round of talks on creating a Central American Free Trade Agreement.	Negotiators said Friday they made progress during their latest round of free-trade negotiations between the United States and five Central American countries this week in Houston.	3.75
3240	main-news	MSRpar	2012train	452	none	none	The index, which measures activity in the service sector, climbed to 50.7 last month from 47.9 in March.	The Arizona-based ISM reported Monday that its non-manufacturing index rose to 50.7 last month, from 47.9 in March.	3.5
4361	main-news	headlines	2014	17	none	none	Palestinians clash with Israeli forces in West Bank, Jerusalem	Palestinians clash with security forces in W. Bank	4.2
3141	main-news	MSRpar	2012train	283	none	none	He planned to stay all day until the river crested, which was forecast for late last night.	He and the other lawyers planned to stay until the river starts receding.	2.4
4438	main-news	headlines	2014	116	none	none	S.Korea proposes 'final' N.Korea talks over Kaesong	North Korea proposes high-level talks with US	1.0
5415	main-news	headlines	2015	1152	none	none	EU declares Hezbollah's military wing terror group	EU puts Hezbollah military wing on terror list	4.8
3232	main-news	MSRpar	2012train	438	none	none	Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday.	Five-time Tour de France winner Lance Armstrong is in Denver today for a meeting about surviving cancer.	3.4
5231	main-news	headlines	2015	699	none	none	Islamists still holding some 30 hostages as Kenya mall standoff continues	Death toll rises as Kenya mall siege continues	3.2
7023	main-news	headlines	2013	211	none	none	Government promises action on Heathrow queues	Finance minister promises no new taxes	0.4
3747	main-news	deft-news	2014	297	none	none	3 suspected extremists were released on bail.	1 suspected extremist was provisionally released without bail.	2.4
3635	main-news	deft-news	2014	185	none	none	defense chiefs from estonia, latvia, lithuania, germany, italy, spain and slovakia will sign the agreement to provide staff and funding for the center.	defense chiefs from estonia, latvia, lithuania, germany, italy, spain and slovakia signed the agreement.	2.8
4956	main-news	headlines	2015	2	none	none	Turkish riot police tear gas Taksim Square protest	Turkish riot police enter Taksim Square	3.0
4304	main-news	headlines	2013	693	none	none	Two die in Syria violence after UN monitors land	Two year doping ban for Contador	0.0
6845	main-news	MSRpar	2012test	528	none	none	A federal appeals court ruled Tuesday that the government was free to withhold the names of more than 700 people detained in the aftermath of Sept. 11, 2001.	A federal appeals court ruled Tuesday that the U.S. government can withhold the names of people detained as part of the September 11 investigation, reversing a lower court decision.	3.6
2846	main-news	MSRpar	2012test	596	none	none	British police arrested 21 people early Tuesday in connection with the suspected ritual murder of an African boy whose torso was found in the Thames River.	Police have arrested 21 people in connection with the murder of a young Nigerian child whose headless and limbless torso was found floating in the river Thames.	3.5
6766	main-news	MSRpar	2012test	73	none	none	Business Week's online edition reported on Friday that WorldCom and the SEC could announce a settlement as early as Monday.	BusinessWeek Online has learned that the settlement could come as early as Monday, May 19.	3.2
4383	main-news	headlines	2014	43	none	none	11 killed in Chinese police station attack	Eleven killed in China police station attack	5.0
3119	main-news	MSRpar	2012train	255	none	none	That triggered a 47-hour police standoff that inconvenienced thousands of commuters, as traffic backed up in Downtown Washington and northern Virginia.	His protest led to a 47-hour standoff with police that caused huge traffic jams in downtown Washington and northern Virginia.	4.0
4063	main-news	headlines	2013	391	none	none	U.S. soldier killed in shooting incident in S. Afghanistan	Five NATO soldiers killed in Afghanistan	1.6
4590	main-news	headlines	2014	300	none	none	NATO protesters acquitted of terrorism charges	NATO protesters convicted on non-terrorism charges	1.6
2885	main-news	MSRpar	2012test	660	none	none	Gov. Rick Perry has said that while he opposes gambling expansion, he would be reluctant to veto continuation of the Lottery Commission.	"Gov. Rick Perry opposes expansion of gambling but has said he would be ""hard-pressed"" to veto the lottery sunset bill."	3.8
4638	main-news	headlines	2014	358	none	none	UN says US drones violate Pakistan's sovereignty	UN: US drone strikes violate Pakistan's sovereignty	4.4
3304	main-news	MSRpar	2012train	548	none	none	Other countries and private creditors are owed at least $80 billion in addition.	Other countries are owed at least $US80 billion ($108.52 billion).	3.4
4663	main-news	headlines	2014	385	none	none	US Senate to vote on fiscal cliff deal as deadline nears	Fiscal cliff: House delays vote on fiscal cliff deal - live	2.8
5345	main-news	headlines	2015	970	none	none	Ukraine: Three Killed In Parliament Protests	Ukraine President Calls Talks To End Protests	1.0
5691	main-news	headlines	2016	1133	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Iran ends cooperation agreement with Pakistan	Iran, Tajikistan sign cooperation agreement	2.0
5424	main-news	headlines	2015	1171	none	none	Air strikes kills dozens in northern Syria	Ukraine will not give 'an inch' over Crimea	0.0
5460	main-news	headlines	2015	1274	none	none	Israel frees Palestinian prisoners	Israel releases 26 Palestinian prisoners	4.6
3411	main-news	MSRpar	2012train	694	none	none	Stanford (51-17) and Rice (57-12) will play for the national championship tonight.	Rice (57-12) and Stanford (51-17) will meet in a winner-take-all matchup at 6:05 p.m. Monday.	3.5
6841	main-news	MSRpar	2012test	504	none	none	BioReliance's stock closed down 2 cents yesterday at $47.98 per share.	Shares of BioReliance sold at $47.98 at the close of market yesterday, down 2 cents.	5.0
3984	main-news	headlines	2013	289	none	none	No problem if Mulayam forms Third Front: Congress	No problem if Mulayam forms third front: Digvijay	3.2
7004	main-news	headlines	2013	57	none	none	Coty launches $10 billion bid for rival Avon	Coty bids $10 billion for Avon	4.6
3114	main-news	MSRpar	2012train	247	none	none	Oracle Corp's Chairman and CEO Larry Ellison didn't rule out sweetening the company's unsolicited offer to acquire rival PeopleSoft Inc.	Oracle chairman Larry Ellison has hinted that the company could yet again increase its offer for rival PeopleSoft.	4.4
4270	main-news	headlines	2013	648	none	none	Egypt presidential election results delayed	Egyptian election result delayed	4.2
2832	main-news	MSRpar	2012test	577	none	none	"Government bonds sold off sharply after Greenspan told Congress on Tuesday that the U.S. economy ""could very well be embarking on a period of extended growth""."	"Greenspan told Congress on Tuesday the U.S. economy ""could very well be embarking on a period of sustained growth""."	3.2
4019	main-news	headlines	2013	337	none	none	Nine killed in gun attack in Pakistan	Five million citizens get unofficial salary in Ukraine	0.0
3250	main-news	MSRpar	2012train	463	none	none	Still, he noted Miami must decide whether to seek ACC membership for the next school year by June 30 to adhere to Big East guidelines.	Still, he noted that Miami must decide whether to seek A.C.C. membership by June 30 to adhere to Big East guidelines.	4.6
3200	main-news	MSRpar	2012train	393	none	none	Caldera acquired the Unix server software of the original SCO and changed its name to the SCO Group.	SCO changed its name to Tarantella, and Caldera later changed its name to the SCO Group.	2.6
3870	main-news	headlines	2013	151	none	none	US soldier kills up to 16 civilians in Afghanistan	US soldier kills up to 16 Afghan civilians in shooting spree	4.2
3255	main-news	MSRpar	2012train	469	none	none	The MDC called the strike to force Mr Mugabe to either resign or negotiate a settlement of the Zimbabwe crisis.	The MDC called the week-long protest to urge Mugabe either to resign or to negotiate a settlement of the crisis gripping the country.	4.0
3407	main-news	MSRpar	2012train	689	none	none	TVT Records sought $360 million in punitive damages and $30 million in compensatory damages, officials said.	The damages included $24 million in compensatory damages and $52 million in punitive damages for IDJ.	1.25
7033	main-news	headlines	2013	298	none	none	Two blasts hit Syria capital	Two blasts rock Syrian capital	4.8
4957	main-news	headlines	2015	3	none	none	Chicago Shooting Shows Gap in Stepped-up Policing	Chicago shooting shows gap in stepped-up policing	5.0
2781	main-news	MSRpar	2012test	500	none	none	There are now 37 active probable cases in the GTA, compared with 70 cases on June 6.	And, globally, the number of active probable cases has declined to 573.	1.5
4264	main-news	headlines	2013	639	none	none	Myanmar: Opposition claims Suu Kyi win	Voters in Myanmar hopeful as Suu Kyi's party claims win	3.2
2713	main-news	MSRpar	2012test	406	none	none	Harris and Klebold killed 12 students and a teacher before taking their own lives on April 20, 1999.	Harris and Klebold killed 12 students, a teacher and themselves at the school.	3.8
2642	main-news	MSRpar	2012test	305	none	none	A beauty contest to be held in Italy next week may be the first for pixel-perfect pin-ups.	A new beauty contest kicking off in Italy next week will give pixel-perfect pin-ups the chance to steal sultry Sophia's sex-symbol status.	3.25
5376	main-news	headlines	2015	1045	none	none	Israel's Peres urges return to peace talks	Gonsalves keeps up pressure on Dom Rep	0.2
4882	main-news	headlines	2014	663	none	none	Miliband pledges to strengthen minimum wage	Portugal-China to strengthen scientific research ties	0.0
4381	main-news	headlines	2014	40	none	none	Ex-first lady Barbara Bush leaves Texas hospital	Former first lady Barbara Bush leaves hospital	4.6
4863	main-news	headlines	2014	638	none	none	Cyprus bailout remarks alarm markets	Why Cyprus bailout is nothing more than usual euro nonsense	2.6
2911	main-news	MSRpar	2012test	690	none	none	The broader Standard & Poor's 500 Index .SPX climbed 10 points, or 1.10 percent, to 943.	The Nasdaq Composite Index .IXIC jumped 43.64 points, or 2.89 percent, to 1,553.73.	1.0
4637	main-news	headlines	2014	357	none	none	Flooding in Canada forces evacuation of another city	California wildfire forces evacuation of homes, university	0.8
5286	main-news	headlines	2015	826	none	none	China sends largest fleet yet to disputed islands	China ships enter waters off disputed islands	3.4
4517	main-news	headlines	2014	207	none	none	Venezuela's Hugo Chavez dies of cancer	Hugo Chavez: Venezuelan officials for unity	1.8
2955	main-news	MSRpar	2012train	4	none	none	The tech-loaded Nasdaq composite rose 20.96 points to 1595.91, ending at its highest level for 12 months.	The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.	2.4
4209	main-news	headlines	2013	572	none	none	Yemen suicide attack kills 7 soldiers: officials	Afghan suicide car bomb kills at least seven: officials	1.6
3689	main-news	deft-news	2014	239	none	none	chinese authorities were not immediately available for comment.	godzhayev and godzhayev's lawyers were not immediately available to comment.	1.0
