index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
1681	main-captions	images	2015	541	none	none	A black and white dog runs with its mouth open.	A black and white dog swims in blue water.	2.2
1686	main-captions	images	2015	553	none	none	Brown dog splashing into the water.	Four dogs splashing in the water	2.4
6219	main-captions	images	2015	1032	none	none	A person wearing scuba gear is swimming underwater water.	A person is scuba diving in very clear blue water.	3.8
1586	main-captions	images	2015	264	none	none	A child in a blue and white team uniform chasing a soccer ball.	A young boy in a blue soccer uniform chasing a ball.	4.0
1178	main-captions	images	2014	260	none	none	A woman in a black bikini top and jeans.	A woman in a black hat is standing by the subway.	1.0
1817	main-captions	images	2015	965	none	none	A brown dog chews on an orange ball.	A dog has an orange ball in its mouth.	4.0
1029	main-captions	images	2014	45	none	none	Camouflage airplane sitting on grassy field.	A camouflaged plane sitting on the green grass.	4.4
6000	main-captions	images	2014	5	none	none	The lamb is looking at the camera.	A small bird standing on a log at the waters edge.	0.0
1454	main-captions	images	2014	682	none	none	A train is on the railroad tracks.	A train on the train tracks.	4.8
1305	main-captions	images	2014	445	none	none	A sheep standing on a table at auction.	Woolly sheep at auction house.	4.2
1177	main-captions	images	2014	258	none	none	A black and white cow standing in a grassy field.	a black and white cow standing in the field.	3.8
1962	main-captions	images	2015	1382	none	none	Two people sit on a dock near the water.	Two people sit on the end of a dock in the middle of still water.	3.8
1869	main-captions	images	2015	1136	none	none	A brown dog is running through green grass.	A brown dog is running though a river.	2.4
1748	main-captions	images	2015	756	none	none	A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow.	The dog with the red collar is bearing it's teeth at the dog with the blue collar.	3.4
1256	main-captions	images	2014	375	none	none	Two dairy cows drinking from a pond.	Two cows are drinking from a pond.	4.6
1770	main-captions	images	2015	823	none	none	Two girls are jumping high in the air.	Two dogs nussle one another in the grass near a lake.	0.2
1031	main-captions	images	2014	47	none	none	Red double decker bus driving through the streets.	Double decker passenger bus driving with traffic.	4.0
6039	main-captions	images	2014	254	none	none	Sheep are grazing in a grassy field near a stand of trees.	Sheep are grazing in the field in front of a line of trees.	4.6
1095	main-captions	images	2014	132	none	none	A close-up of an animal with a long face standing on grass near a tree.	A close-up of a woman with black boots next to a blue motorcycle.	0.0
1061	main-captions	images	2014	85	none	none	An orange tabby cat sleeping on the sofa.	A man is watching TV on the foot of his bed.	0.6
1391	main-captions	images	2014	579	none	none	a brown double decker tour bus on a street with a ferris wheel behind it.	A double-decker bus driving in front of a ferris wheel.	4.4
1068	main-captions	images	2014	94	none	none	A passenger train in the snow.	A passenger train waiting in a station.	2.2
1623	main-captions	images	2015	383	none	none	The man in the backpack looks to his left.	An adult male wearing a backpack walks and looks to the left.	3.8
6235	main-captions	images	2015	1313	none	none	A lady with a yellow outfit is in the air above the bed in a yellow room.	A dog with a red leash still attached chases over the grass toward a tennis ball.	0.0
6117	main-captions	images	2015	16	none	none	Two gray dogs run together over the green grass.	Two grey dogs running in green grass.	4.6
1538	main-captions	images	2015	152	none	none	A white and brown dog is running over grass.	A brown and white dog is running across the grass.	4.6
6082	main-captions	images	2014	582	none	none	Two cows graze in a field.	A brown horse in a green field.	1.8
1378	main-captions	images	2014	560	none	none	A girl in a black desktop holds up an open box of Corn Flakes and a carton of milk.	A girl wearing black shorts and boots is standing next to a blue motorcycle.	0.0
1301	main-captions	images	2014	441	none	none	A person is jumping a bicycle and performing a trick.	A person riding a dirt bike in the outdoors.	2.25
1716	main-captions	images	2015	661	none	none	A dog running through a forest in the winter time	A dog running through a lot of twigs.	3.2
1363	main-captions	images	2014	535	none	none	An old fashioned wooden sailing ship in the ocean.	A wooden yacht on the ocean.	3.2
6018	main-captions	images	2014	109	none	none	A black train moves down the tracks.	A mostly black train on a track.	3.0
1423	main-captions	images	2014	629	none	none	Eight bottles of Harp lager lined up on the floor.	Eight bottles of Harp beer lined up on a wooden floor.	4.0
1639	main-captions	images	2015	431	none	none	A dog emerges form the water with a stick in its mouth.	A dog runs toward the camera with a stick in its mouth.	2.4
1521	main-captions	images	2015	89	none	none	Many people are in the bicycle racing, including one man in a three-wheeled bike.	A man riding on a three-wheeled wheelchair.	2.6
6141	main-captions	images	2015	253	none	none	The girl with the blue bucket splashes beneath the pier.	The girl in the ski jacket is walking near the buildings.	0.4
6012	main-captions	images	2014	71	none	none	The lamb is looking at the camera.	A cat looking at the camera.	0.8
1265	main-captions	images	2014	388	none	none	Sail boat sailing on the water.	Sailboat sailing on a cloudy day.	3.4
1472	main-captions	images	2014	710	none	none	A small plane parked at an airfield with a cloudy sky overhead.	A small white plane parked in an airport on a cloudy day.	4.6
1745	main-captions	images	2015	747	none	none	A black dog retrieves in the snow.	A skateboarder jumping in the street.	0.0
6244	main-captions	images	2015	1438	none	none	A woman runs on the beach.	a dog runs across the land.	1.8
6118	main-captions	images	2015	26	none	none	Two dogs are running in a grassy field	Two dogs running through a grassy field.	5.0
1464	main-captions	images	2014	695	none	none	A woman riding a bicycle on a large concrete area.	A women riding a mountain bike on a large concrete area.	3.8
1829	main-captions	images	2015	1007	none	none	The black and white dog runs through the grass.	A black and white dog is running through grass.	5.0
1064	main-captions	images	2014	89	none	none	A man and small child in a living room posing for the camera.	A man and woman are posing for the camera.	2.4
1049	main-captions	images	2014	68	none	none	A small dog looking up at the camera while standing on grass.	A man and women smiling at the camera while standing in a kitchen.	0.8
1826	main-captions	images	2015	999	none	none	A woman placing a baby on a skateboard on the beach.	a woman holds a small baby on a skateboard at the beach	4.6
6022	main-captions	images	2014	159	none	none	Two airplanes in the sky.	A plane in the sky.	2.4
1161	main-captions	images	2014	232	none	none	A small white dog chews on a twig while lying on a wooden deck.	The white dog is laying on the wooden floor underneath the table.	1.6
6140	main-captions	images	2015	248	none	none	A man practicing boxing	A man practices boxing	5.0
1385	main-captions	images	2014	569	none	none	Two men wearing bike helmets.	Two men stand with their bicycles outside a shop.	1.6
1330	main-captions	images	2014	487	none	none	Tan cow with ear tags on a grassy field.	Person in grassy field tending to sheep.	1.2
1201	main-captions	images	2014	298	none	none	A table and chairs are in a room with a picture on the wall and a ceiling fan.	A school bus driving down a road with green trees and grass in the background.	0.0
1442	main-captions	images	2014	658	none	none	Young woman in riding gear on top of horse.	The woman is riding on the brown horse.	3.8
6060	main-captions	images	2014	418	none	none	Black domestic cat lying on brown table.	A grey cat laying on a dining table.	1.4
1803	main-captions	images	2015	906	none	none	A white dog running through the snow	The black and white dog runs through the grass.	1.4
1425	main-captions	images	2014	633	none	none	A woman riding a brown horse.	Person dressed in blue riding brown horse.	2.6
1959	main-captions	images	2015	1370	none	none	The white and brown dog is shaking its ears.	The brown dog is running across the sand.	1.4
1386	main-captions	images	2014	573	none	none	A man playing a video game in a store.	Man playing game in a store.	3.4
6206	main-captions	images	2015	891	none	none	A family is playing on the beach with their dog.	A naked little girl being thrown into the air.	0.0
6182	main-captions	images	2015	688	none	none	Several people are sitting around a fire at night.	A group of people sit around a blazing fire at night.	4.2
1517	main-captions	images	2015	66	none	none	boy doing tricks on a skateboard	A boy does a trick on a skateboard.	4.8
6020	main-captions	images	2014	134	none	none	The black and brown cow is looking at the camera.	The black and white bull is looking at the camera.	3.6
1810	main-captions	images	2015	938	none	none	A girl bounces upside down on her head on a trampoline.	A girl is bouncing on her head on a trampoline.	4.8
1190	main-captions	images	2014	279	none	none	Old green bottle sitting on a table.	Three men in suits sitting at a table.	0.4
1790	main-captions	images	2015	872	none	none	A person holding a net is standing in the water.	A black woman and two black children are sitting in a thatched tent.	0.6
1650	main-captions	images	2015	469	none	none	A dog leaping over a hurdle.	A dog leaps over the hurdle.	4.8
1322	main-captions	images	2014	470	none	none	Two trains inside a train station.	The train sits at the train station.	2.4
1960	main-captions	images	2015	1376	none	none	Some children are raising their hands and clapping.	Three children are playing soccer in the sand.	0.2
1268	main-captions	images	2014	392	none	none	A mostly black train on a track.	A car parked in front of train tracks.	1.0
1997	main-captions	images	2015	1490	none	none	A baseball player throws the ball.	The basketball player holds the ball.	1.6
1855	main-captions	images	2015	1093	none	none	A boy jumps into a not-so-crowded public pool.	A man jumps while on a snowboard.	0.8
1913	main-captions	images	2015	1248	none	none	A woman sings into a microphone by a guy playing a guitar.	A woman sings into a microphone with a guitar player in the background.	4.4
6125	main-captions	images	2015	68	none	none	two young girls hug each other in the grass.	two young girls holding each other on the grassy ground	4.6
1007	main-captions	images	2014	9	none	none	A close-up of a brown horse's head.	A side view of a horse's head.	3.4
1755	main-captions	images	2015	777	none	none	A black dog is running through the snow.	A black pit bull dog is running through the dirt.	2.2
1264	main-captions	images	2014	387	none	none	Red double decker bus taking on passengers.	A red double decker bus driving down a street.	2.2
1381	main-captions	images	2014	564	none	none	A black and white bird on a body of water with grass in the background.	A bus is on a road with a ferris wheel in the background.	0.0
1805	main-captions	images	2015	918	none	none	A man on a bike nest to a river.	A man on a bike does a very high jump.	1.2
1865	main-captions	images	2015	1130	none	none	Three children in a ball pit.	Several children playing in a ball pit.	3.4
1975	main-captions	images	2015	1412	none	none	A surfer on a wave.	A surfer is riding a wave.	4.4
1624	main-captions	images	2015	384	none	none	An elderly man in a blue shirt is holding up a piece of canvas art.	A black man is walking next to a building in a big city.	0.0
1234	main-captions	images	2014	345	none	none	A living room with table, chair and sofa alongside a large palm.	A living room with a blue sofa, camp bed, wooden bench and dresser.	2.4
6043	main-captions	images	2014	282	none	none	the back of a stop sign with many stickers on it.	The back of a sign with stickers on.	3.8
6128	main-captions	images	2015	119	none	none	Kids playing ball in the park.	Two dogs playing by the shore.	0.6
1801	main-captions	images	2015	904	none	none	A man and woman with their hands on their chins are standing next to a Christmas tree.	The man with a white beard and blue cap is standing in the doorway of a workshop.	0.4
1356	main-captions	images	2014	525	none	none	The brown train is sitting on the railroad tracks.	The white train is sitting on the tracks.	2.25
1491	main-captions	images	2014	738	none	none	A close-up view of a horse's head.	A close-up of a brown horse's head.	4.2
1020	main-captions	images	2014	29	none	none	A person in a blue shirt reclines near a coffee table and television.	A person stands on the motorcycle seat and pops a wheelie.	0.0
6236	main-captions	images	2015	1328	none	none	A skier is jumping in the air over a snowfield near a mountain range.	A woman is sitting near a flower bed overlooking a tunnel.	0.0
1964	main-captions	images	2015	1388	none	none	A skier wearing blue snow pants is flying through the air near a jump.	A skier stands on his hands in the snow in front of a movie camera.	1.4
1743	main-captions	images	2015	741	none	none	A boy plays baseball.	A man is playing baseball.	3.0
1845	main-captions	images	2015	1063	none	none	The young man is skateboarding at a skate park.	a boy in a blue T shirt is airborne on a skateboard in a skate park.	3.8
1511	main-captions	images	2015	37	none	none	A man wearing an orange coat speaks to another as they walk in the snow.	A man and woman dressedin old fashion clothing sit outside at a table.	0.6
1725	main-captions	images	2015	681	none	none	The black and white dog is swimming in the river.	A black man and his dog on the beach.	0.6
6106	main-captions	images	2014	699	none	none	A grey house with a red door.	House with a red door.	3.4
6200	main-captions	images	2015	828	none	none	A dog and a red ball in the air.	A dog digs a hole in a yard.	1.0
1338	main-captions	images	2014	496	none	none	A dog peaks out the back of a truck.	A dog is peeking out of the back of a van.	3.6
1762	main-captions	images	2015	799	none	none	A brown and white dog is walking next to a man on a skateboard.	A blond child is laying on a branch of a tree in a green field.	0.0
1736	main-captions	images	2015	713	none	none	A man is scalling a sheer rock face with a rope support.	A young man is doing a ski jump with a purple board.	0.4
1258	main-captions	images	2014	378	none	none	The black dog is lying in the grass.	A black dog lies on the grass.	5.0
6065	main-captions	images	2014	471	none	none	A woman equestrian riding a horse.	The woman is riding on the brown horse.	3.8
6129	main-captions	images	2015	124	none	none	A man in a dress suit is riding a bike down the paved road.	A man is using a large pole to remove letters from a sign.	0.2
1273	main-captions	images	2014	399	none	none	A girl with a red bag standing on the street.	A black dog is staring at a sheep.	0.0
1582	main-captions	images	2015	255	none	none	Two people are playing golf on a golf course.	Two people are on a golf course playing golf.	5.0
1080	main-captions	images	2014	111	none	none	Two mountain goats grazing in front of an alpine lake.	Two animals grazing next to a mountain, and a body of water.	3.2
1340	main-captions	images	2014	498	none	none	The black and white cat is looking up at the camera.	A grey, black, and white cat looking at the camera.	3.6
1718	main-captions	images	2015	666	none	none	Many people run in a race on a street.	A puppy running along a street.	1.0
1776	main-captions	images	2015	842	none	none	Two girls playing with people and flowers behind them.	Two young girls wearing skirts are playing in a garden.	3.2
6124	main-captions	images	2015	62	none	none	A man eating an apple, sitting in public.	A man sits in a public place eating an apple.	5.0
1614	main-captions	images	2015	357	none	none	A black dog with a blue collar is running in the snow.	A black dog wearing a blue collar is running through the snow.	5.0
1239	main-captions	images	2014	350	none	none	Three bottles are on a table.	Old green bottle sitting on a table.	2.4
1494	main-captions	images	2014	743	none	none	A small cat laying on a wooden beam looking up at the camera.	The small dog is wearing a sweater and looking up at the camera.	0.8
1628	main-captions	images	2015	393	none	none	A group of people are standing by a window watching something.	A group of people stand and wait to see something.	3.4
1343	main-captions	images	2014	501	none	none	A man on the back seat of a red tandem bicycle.	A man is alone on the back of a tandem bicycle.	3.6
1537	main-captions	images	2015	151	none	none	A man picking up a big rock.	A woman picking up a large rock.	2.4
1023	main-captions	images	2014	33	none	none	A pitched tent with a horse in the background.	A black and white lamb with other lambs in the background.	0.0
6091	main-captions	images	2014	616	none	none	A man with glasses and two plastic bottles in the foreground.	A man talking with two water bottles sitting in front of him.	3.0
1489	main-captions	images	2014	735	none	none	A blue bird perched on a gloved hand.	A bird is perched on a person's gloved hand.	4.4
1507	main-captions	images	2015	32	none	none	A young girl holds up a peace sign.	A little girl holds onto a pole on a city street.	0.6
1456	main-captions	images	2014	685	none	none	A women sitting at a table drinking with a basketball picture in the background.	A woman in a sari drinks something while sitting at a table.	2.6
1306	main-captions	images	2014	446	none	none	A close-up of a black train engine.	Close up of a white sheep with a black head.	0.0
6021	main-captions	images	2014	145	none	none	A smiling woman holding a small baby.	Two smiling women holding a baby.	3.0
1564	main-captions	images	2015	222	none	none	The tan dog runs through the leaves.	The white dog runs through the ocean.	1.8
1590	main-captions	images	2015	279	none	none	A little boy and a little girl playing together outside.	A young boy and a young girl walking towards each other	2.0
6185	main-captions	images	2015	706	none	none	Two dogs are sniffing something in the rocks.	Two dogs running down a path in the woods.	1.6
1303	main-captions	images	2014	443	none	none	A pug dog wits on a yellow chair next to a green dumpster.	A bulldog sitting on a yellow chair beside a large waste receptacle.	3.2
6205	main-captions	images	2015	887	none	none	A dog and cat laying down together.	Two grey dogs are carrying a stick in the water.	0.6
1704	main-captions	images	2015	610	none	none	A baby in a red hat sitting in a stroller is holding a doll.	A man in a gray shirt sitting in a field of flowers.	0.0
1609	main-captions	images	2015	344	none	none	Young boys running along the pavement.	A black dog running along the edge of the ocean.	0.5
1749	main-captions	images	2015	761	none	none	Two brown dogs are biting each other.	Two brown dogs biting each other on sand.	4.2
6095	main-captions	images	2014	642	none	none	A man on a motorcycle performing a wheelie.	Motorcyclist performing a wheelie next to a car.	4.0
1543	main-captions	images	2015	161	none	none	A dog swimming with a stick in it's mouth.	A dog running with a stick in it's mouth.	2.6
1578	main-captions	images	2015	245	none	none	Children jumping on a trampoline.	A man is sledding on an orange slide.	0.0
1460	main-captions	images	2014	689	none	none	A bicyclist in black on a black and red racing bike.	A cyclist in black and white lira speeding past spectators.	3.4
6138	main-captions	images	2015	216	none	none	Two dogs fighting in the snow.	Two dogs standing in the snow.	2.4
1160	main-captions	images	2014	231	none	none	Feet standing on a pretty day with large building in background.	Two police officers standing behind a van with a bus in the background.	0.4
6023	main-captions	images	2014	160	none	none	A coal train traveling down the tracks.	An old train sits idle on the tracks.	2.0
1181	main-captions	images	2014	264	none	none	A man sitting on the grass looking toward the sky.	The man is standing on the sidewalk in front of the horse.	0.0
1120	main-captions	images	2014	169	none	none	People sitting on the porch.	People sitting on acouch.	1.4
1613	main-captions	images	2015	350	none	none	A man in a white suit walks down the street holding a newspaper.	A man in a white suit walks outside carrying a newspaper.	4.6
1744	main-captions	images	2015	744	none	none	A boy wearing a red shirt runs across the grass with a furry dog.	A sports fan is wearing face paint in the stands.	0.0
6233	main-captions	images	2015	1266	none	none	A Golden Retriever jumping off a wood porch.	A golden retriever is jumping off a wooden porch	5.0
6152	main-captions	images	2015	390	none	none	A girl bounces in a bounce house.	A girl dances like a man in costume	1.2
1267	main-captions	images	2014	391	none	none	A girl riding on a brown and white horse.	A girl riding a brown horse.	3.6
1197	main-captions	images	2014	292	none	none	A white cat standing on a carpet.	A pretty white striped cat with his head hanging off the table.	1.6
5999	main-captions	images	2014	0	none	none	A cat standing on tree branches.	A black and white cat is high up on tree branches.	3.6
6214	main-captions	images	2015	977	none	none	A man wearing US flag boxer shorts is standing on a stairway.	A woman wearing a white shirt stands on the street.	0.0
1606	main-captions	images	2015	337	none	none	A white dog runs through a field of yellow flowers.	A dog with a red collar runs in a forest in the middle of winter.	1.6
6027	main-captions	images	2014	181	none	none	A red and white plane flying on a sunny day.	Red and white plane flying through the air.	4.2
1002	main-captions	images	2014	3	none	none	A large boat in the water at the marina.	A large boat on the sea.	3.2
6008	main-captions	images	2014	39	none	none	A black and wood colored dining room set in a small apartment.	Black and brown table in living room setting.	3.2
1795	main-captions	images	2015	890	none	none	A woman in a blue shirt and tan shorts sits at a table.	A smiling young woman in a tourquoise shirt and bandanna poses at table outdoors.	3.2
1107	main-captions	images	2014	148	none	none	Red double decker bus on side of street.	A red double decker bus on a city street.	4.4
1281	main-captions	images	2014	412	none	none	Two people sailing a small white sail boat.	Couple sailing in a small sailboat.	4.2
1813	main-captions	images	2015	953	none	none	three little boys cover themselves with bubbles.	Three children standing by a pool are covered in foam bubbles.	4.2
1660	main-captions	images	2015	489	none	none	An elderly woman rides a bicycle along a city street.	An elderly woman walking uphill crossing the street.	2.0
1396	main-captions	images	2014	588	none	none	A close-up view of the headlights of a blue old-fashioned car.	Close up of the headlights on a blue car.	4.0
1773	main-captions	images	2015	827	none	none	A man with long hair is looking through a camera.	A woman stands against a wall near a video camera.	1.0
1664	main-captions	images	2015	504	none	none	A man and a dog are playing tug of war.	A man dances on a colorful wall.	0.4
1787	main-captions	images	2015	865	none	none	A dog swims in the water.	Three dogs swim in the water.	3.2
6181	main-captions	images	2015	676	none	none	The boy in the orange shirt is throwing the ball.	The black and white muzzled dog is leaping above the grass.	0.2
1514	main-captions	images	2015	46	none	none	The two boys play in the field.	The two people have their heads covered with scarves.	0.0
1821	main-captions	images	2015	981	none	none	Dalmation running along the beach.	A Dalmation runs along a beach.	4.8
1262	main-captions	images	2014	385	none	none	A black and white dog looking at the camera.	A small black and white goat in a pen looking up at the camera.	1.4
1839	main-captions	images	2015	1042	none	none	Children are playing in a swimming pool while two adult men watch them.	Children play in a pool while adults look on.	4.6
1569	main-captions	images	2015	229	none	none	A black dog jumps through the water.	A dog walks through the snow.	2.4
6058	main-captions	images	2014	403	none	none	The bird is sitting on the branch.	A red and brown bird is perched on branches.	3.2
1691	main-captions	images	2015	566	none	none	A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.	There are two white dogs and one brown dog chasing a ball.	2.8
1955	main-captions	images	2015	1362	none	none	A child and two dogs play in the water.	A child in red and blue floaties looking down at the water.	2.2
1915	main-captions	images	2015	1250	none	none	a cyclist is making his bike jump between two rocks.	A man jumps his bicycle in the air between two rocks.	4.4
1194	main-captions	images	2014	289	none	none	a black and white photo of a cat lying down.	A black and white image of a cat laying on a rug.	4.2
1225	main-captions	images	2014	332	none	none	Red double decker bus taking on passengers.	A red double decker bus is picking up more passengers in a city.	4.4
1645	main-captions	images	2015	452	none	none	Two hockey players fighting on the ice.	Two hockey players in a struggle on the ice.	4.8
6232	main-captions	images	2015	1251	none	none	A man with a grey beard rides his bike on the beach of the ocean.	A spotted dog stands on his hind legs to catch a ball on the beach.	0.6
6184	main-captions	images	2015	700	none	none	A group of people are in the water.	A group of people ride in a race	0.6
1110	main-captions	images	2014	151	none	none	A motorcycle parked next to a car.	A BMW motorcycle parked between two cars.	3.0
1976	main-captions	images	2015	1422	none	none	The skateboarder gets to the top of the ramp.	The skateboarder rides the pipe wall at a skater park.	2.4
1515	main-captions	images	2015	59	none	none	The two dogs are running through the grass.	Three dogs run in the snow.	2.2
6019	main-captions	images	2014	120	none	none	The brown dog is resting his head on a white pillow.	A tan dog is lying on a couch and has its head on a white pillow.	3.4
6103	main-captions	images	2014	676	none	none	Two brown horses standing in grassy field.	Brown horse standing in middle of grassy field.	3.0
1832	main-captions	images	2015	1015	none	none	A man walks toward a policeman standing in a crosswalk on a city street.	A policeman stands in a crosswalk in a city.	3.0
1011	main-captions	images	2014	15	none	none	A woman riding a brown horse.	A young girl riding a brown horse.	3.8
1320	main-captions	images	2014	467	none	none	A blue motorcycle is parked on the sidewalk.	A blue moped parked on the sidewalk.	4.0
1995	main-captions	images	2015	1488	none	none	Dog running towards camera with a ball in its mouth.	The black and white dog swims with a brown object in its mouth.	2.0
6230	main-captions	images	2015	1229	none	none	A group of men walk and hang onto ropes.	A group of men play a college football game.	1.4
6189	main-captions	images	2015	733	none	none	The two dogs are playing fetch in the snow.	The dogs play in the snow.	4.0
1752	main-captions	images	2015	768	none	none	A snowboarder rides a snowboard down a railing beside a flight of steps.	A boy is grinding a skateboard down a concrete wall.	0.8
1008	main-captions	images	2014	10	none	none	A group of people eat at a table outside.	Group of elderly people sitting around a table.	2.8
1350	main-captions	images	2014	515	none	none	A kitchendiner with papers laying on the blue clothed dining table.	A small kitchen and a cluttered table with a blue table cloth.	3.4
1906	main-captions	images	2015	1226	none	none	A white dog with red ears is running in the snow.	a wet black dog with a red collar is in the river	0.6
1502	main-captions	images	2015	13	none	none	A brown dog digging a hole in front of a plant	A group of people walking on the side of a railroad track.	0.0
1822	main-captions	images	2015	986	none	none	A dog running through snow.	A dog runs in the snow.	5.0
1344	main-captions	images	2014	504	none	none	A computer on a desk.	A computer operating on a desk.	4.0
1571	main-captions	images	2015	232	none	none	a boy jumps into the blue pool water.	The young boy is jumping into the pool on his belly.	3.4
1784	main-captions	images	2015	860	none	none	A black and white dog is running through a cow field.	A large black and white dog runs in the ocean water	2.2
6190	main-captions	images	2015	740	none	none	Two dogs are playing on the beach together.	Two black dogs are playing in a grass.	3.0
1146	main-captions	images	2014	211	none	none	Yellow striped cat resting on blue sofa.	An orange tabby cat sleeping on the sofa.	4.0
1198	main-captions	images	2014	293	none	none	Grey and white domestic kitten lying down on a desk.	A man and his bicycle laying down on the green grass.	0.2
6048	main-captions	images	2014	301	none	none	A Das Air Cargo plane sits on the runway.	A passenger plane parked on a runway.	3.2
6231	main-captions	images	2015	1233	none	none	A black person in black and red is sleeping on a bench with an open black umbrella.	A man sitting up taking a nap on a park bench with an open umbrella protecting him from the sun.	3.6
1427	main-captions	images	2014	635	none	none	A bird perched on a flowerpot.	Bird perched on a flowerpot beside a stucco wall.	4.2
1072	main-captions	images	2014	99	none	none	A black and white sheep is walking next to a white sheep.	Little black and white calf with a tag on its ear.	0.8
1236	main-captions	images	2014	347	none	none	An Esso gas station with trees in the background.	Two police officers standing behind a van with a bus in the background.	0.0
1983	main-captions	images	2015	1456	none	none	Two people are walking through some water.	Two girls are walking by a tree in front of a brick building.	1.2
1093	main-captions	images	2014	130	none	none	Two cats sitting together on the sofa looking out the window.	Two cats are looking at a window.	3.8
1462	main-captions	images	2014	693	none	none	A television in a messy room with several bookcases.	A room with a television, stereo and bookshelf.	3.2
1212	main-captions	images	2014	319	none	none	A cruise liner docked at a port.	A cruise ship docked at a coast.	3.2
1171	main-captions	images	2014	247	none	none	A man riding a white horse.	A woman riding a brown horse.	1.8
1184	main-captions	images	2014	269	none	none	A flat screen TV on the floor.	A flat-screen TV sits on the floor.	5.0
1475	main-captions	images	2014	713	none	none	A Macintosh computer sitting on the floor.	a computer on the floor.	4.2
1383	main-captions	images	2014	566	none	none	A black and white photo of a dilapidated wooden fence.	A black and white photo of an old wooden fence near a dirty street.	4.5
1246	main-captions	images	2014	363	none	none	A man stands in front of a train.	A man is standing in front of a raised statue,.	2.0
1939	main-captions	images	2015	1325	none	none	A woman sits alone against a brick wall	A woman is walking with a red bag.	1.2
1715	main-captions	images	2015	656	none	none	A dog is jumping into a swimming pool after a duck.	A dog jumping into a swimming pool.	3.4
1529	main-captions	images	2015	123	none	none	A man is swinging on a rope above the water.	A man in warm clothes swinging on monkey bars at night.	1.6
1086	main-captions	images	2014	118	none	none	A silver bicycle is parked in a living room.	A bicycle in a dining room.	2.4
1308	main-captions	images	2014	448	none	none	a train rides on his tracks.	The train comes down the track, between two rows of trees.	3.0
1081	main-captions	images	2014	112	none	none	Black and white cows behind a fence.	Two black and white cows behind a metal gate against a partly cloudy blue sky.	3.2
1882	main-captions	images	2015	1171	none	none	Two brown dogs running together on sand	Two brown dogs are running on the sand.	4.6
1457	main-captions	images	2014	686	none	none	A green steam engine traveling on the railroad tracks.	A black steam train traveling on the railroad tracks.	3.0
1271	main-captions	images	2014	397	none	none	A mallard and a tame white duck on the grass near water.	A small child in a pink dress sits on a table.	0.0
1231	main-captions	images	2014	339	none	none	A small bird perched on an icy branch.	A yellow bird perched on a branch.	3.2
1876	main-captions	images	2015	1152	none	none	A brown dog wades in the water.	A dog splashes in the murky water.	3.6
