index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
5979	main-captions	MSRvid	2012train	643	none	none	The animal with the big eyes is eating.	A slow loris is eating.	2.6
5892	main-captions	MSRvid	2012train	79	none	none	A man is cutting up a potato.	A man is cutting up carrots.	2.375
577	main-captions	MSRvid	2012train	122	none	none	A car is parking.	A cat is playing.	0.0
961	main-captions	MSRvid	2012train	691	none	none	A person breaks an egg into a small bowl.	A man cracks an egg.	2.6
5848	main-captions	MSRvid	2012test	565	none	none	A man and woman are eating at a table.	A couple are eating a meal and talking.	3.0
795	main-captions	MSRvid	2012train	443	none	none	A man is slicing a carrot by a machine.	A man is climbing a rope.	0.4
344	main-captions	MSRvid	2012test	513	none	none	A boy is pushing a van.	A person is slicing a tomato.	0.0
975	main-captions	MSRvid	2012train	708	none	none	The girls danced on the stage.	A girl is putting on makeup.	0.333
580	main-captions	MSRvid	2012train	127	none	none	A man is carrying another man over his shoulder.	A man is carrying someone on his shoulder.	3.25
5956	main-captions	MSRvid	2012train	484	none	none	A man is standing on a roof top playing a violin.	A man is on a roof dancing.	1.8
5963	main-captions	MSRvid	2012train	534	none	none	A woman is adding oil on fishes.	The woman is cutting potatoes.	0.6
132	main-captions	MSRvid	2012test	195	none	none	A man and woman are driving down the street in a jeep.	A man and woman are driving down the road in an open air vehicle.	4.0
5859	main-captions	MSRvid	2012test	611	none	none	A person is boiling soup.	A woman is placing eggs into a pan.	0.25
5968	main-captions	MSRvid	2012train	552	none	none	A boy is playing a piano.	A man is singing and playing a guitar.	1.25
5786	main-captions	MSRvid	2012test	219	none	none	A man plays the piano.	A man is playing a piano.	5.0
603	main-captions	MSRvid	2012train	158	none	none	Two roosters are fighting.	Two men are fighting.	2.0
273	main-captions	MSRvid	2012test	407	none	none	A woman is filing her fingernails with an emery board.	A woman is feeding her baby with a bottle.	0.5
566	main-captions	MSRvid	2012train	106	none	none	A girl is playing a violin.	A girl is playing a flute.	2.6
541	main-captions	MSRvid	2012train	72	none	none	The man is playing the drums.	A man is playing drums.	5.0
136	main-captions	MSRvid	2012test	200	none	none	A kangroo is eating something.	A kangaroo is eating.	4.8
5902	main-captions	MSRvid	2012train	181	none	none	The man is buttering the bread.	The man is stirring the rice.	0.4
471	main-captions	MSRvid	2012test	710	none	none	A baby is crawling happily.	A baby sneezed and scared another baby.	1.2
307	main-captions	MSRvid	2012test	458	none	none	Two men compete in a tire rolling race.	Two people flipped tractor tires in a race.	2.75
70	main-captions	MSRvid	2012test	106	none	none	A person is cutting mushrooms.	A person is cutting mushrooms with a knife.	4.2
5794	main-captions	MSRvid	2012test	264	none	none	A woman is slicing a meat.	A woman is singing on stage.	0.25
880	main-captions	MSRvid	2012train	566	none	none	A person is cutting garlic into pieces with a knife.	Someone is putting ingredients into a wok.	0.75
335	main-captions	MSRvid	2012test	500	none	none	A man is breaking water jugs.	A woman is peeling garlic.	0.2
568	main-captions	MSRvid	2012train	109	none	none	A man is exercising.	A girl is exercising.	3.0
586	main-captions	MSRvid	2012train	133	none	none	Two boys on a couch are playing video games.	Two boys are playing a video game.	4.0
619	main-captions	MSRvid	2012train	183	none	none	A man is playing keyboard.	A man is playing guitar.	1.8
800	main-captions	MSRvid	2012train	452	none	none	A gun is being fired.	A potato is being peeled.	0.5
929	main-captions	MSRvid	2012train	638	none	none	A woman is putting on makeup.	A band is singing.	0.0
97	main-captions	MSRvid	2012test	142	none	none	A man is riding a bicycle.	A monkey is riding a bike.	2.0
739	main-captions	MSRvid	2012train	350	none	none	A woman is dancing.	A woman is slicing ginger.	0.25
501	main-captions	MSRvid	2012train	23	none	none	A woman is cutting an onion.	A woman is cutting through an onion.	5.0
688	main-captions	MSRvid	2012train	279	none	none	The boy cut the grass by the curb with scissors.	A boy cuts grass with scissors.	3.75
689	main-captions	MSRvid	2012train	281	none	none	A man with glasses is talking.	A man in a library is talking.	3.25
827	main-captions	MSRvid	2012train	489	none	none	A man is playing flute.	A man is petting a tied up dog.	0.2
120	main-captions	MSRvid	2012test	178	none	none	A woman is dancing.	A man is eating.	0.143
179	main-captions	MSRvid	2012test	267	none	none	A man is running.	A man is running down a road.	3.5
168	main-captions	MSRvid	2012test	247	none	none	A man is putting a pan into an oven.	A woman is cutting an onion.	0.6
153	main-captions	MSRvid	2012test	226	none	none	A man pours oil on some tomatos.	The man poured oil on the cut tomatoes.	3.8
22	main-captions	MSRvid	2012test	32	none	none	A panda is sliding down a slide.	A panda slides down a slide.	4.6
825	main-captions	MSRvid	2012train	487	none	none	The man drilled holes into the wood.	A man drills wood.	4.2
80	main-captions	MSRvid	2012test	117	none	none	A boy is singing and playing the piano.	A boy is playing the piano.	3.0
378	main-captions	MSRvid	2012test	571	none	none	The cat is drinking milk.	A cat is licking from a saucer of milk.	4.4
20	main-captions	MSRvid	2012test	30	none	none	A man pours oil into a pot.	A man pours wine in a pot.	3.2
798	main-captions	MSRvid	2012train	446	none	none	A woman is slicing pumpkin.	A person is slicing cantaloupe.	2.0
184	main-captions	MSRvid	2012test	272	none	none	A cheetah is running.	A cheetah is running across a field.	3.8
193	main-captions	MSRvid	2012test	285	none	none	A big green ball knocks a potato over.	A large green ball hits a potato.	4.0
152	main-captions	MSRvid	2012test	224	none	none	Two men are packing suitcases into the trunk of a car.	The men are putting suitcases into the car's trunk.	4.4
490	main-captions	MSRvid	2012test	746	none	none	A man is running on a street.	A man plays the guitar.	0.8
5965	main-captions	MSRvid	2012train	539	none	none	A baby eats his food.	A baby is being fed peas.	3.0
14	main-captions	MSRvid	2012test	21	none	none	A man is running on the road.	A panda dog is running on the road.	1.667
793	main-captions	MSRvid	2012train	437	none	none	A woman with a knife is slicing a pepper.	A women slicing green pepper.	4.0
5850	main-captions	MSRvid	2012test	568	none	none	A man is screwing wood to a wall.	A man is giving a woman a massage.	0.2
553	main-captions	MSRvid	2012train	89	none	none	A man is slicing a cucumber.	A man is cutting cucumbers.	4.5
809	main-captions	MSRvid	2012train	467	none	none	A man is doing a card trick.	A man is squeezing water.	0.25
5773	main-captions	MSRvid	2012test	140	none	none	A man is playing soccer.	A man is playing flute.	1.0
76	main-captions	MSRvid	2012test	113	none	none	A person is peeling an onion.	A person is peeling an eggplant.	2.0
222	main-captions	MSRvid	2012test	327	none	none	A man is playing the guitar.	A man plays an acoustic guitar.	3.75
595	main-captions	MSRvid	2012train	150	none	none	A man is walking in the rain.	A man and woman is walking in the grand.	1.5
90	main-captions	MSRvid	2012test	131	none	none	A man rides off on a motorcycle.	A man is riding on a motorcycle.	4.4
5934	main-captions	MSRvid	2012train	389	none	none	A person pours cooking oil into a pot.	A person is pouring olive oil into a pot on the stove.	3.8
149	main-captions	MSRvid	2012test	217	none	none	A man plays the flute.	A man is playing a flute.	5.0
5869	main-captions	MSRvid	2012test	697	none	none	The lady stirred up raw eggs in the bowl.	A woman is pouring eyes into a bowl.	1.0
268	main-captions	MSRvid	2012test	399	none	none	An elderly man is speaking at a podium.	A man is making a speech at the podium.	3.5
5791	main-captions	MSRvid	2012test	236	none	none	A panda is climbing.	A man is climbing a rope.	1.6
776	main-captions	MSRvid	2012train	411	none	none	The woman droppped eggplant into the pan.	A woman puts chopped eggplant into a skillet.	4.0
244	main-captions	MSRvid	2012test	365	none	none	A man drove his car.	A man is driving a car.	4.25
670	main-captions	MSRvid	2012train	253	none	none	A skateboarder does tricks on a half-pipe.	A man skateboards on a half pipe.	3.5
139	main-captions	MSRvid	2012test	203	none	none	A woman is riding a motorized scooter down a road.	A man is riding a motor scooter.	2.2
191	main-captions	MSRvid	2012test	283	none	none	A woman is doing weight exercises.	A woman is doing her hair.	0.5
137	main-captions	MSRvid	2012test	201	none	none	A cat is playing a piano.	A man is playing a guitar.	0.6
967	main-captions	MSRvid	2012train	699	none	none	A man is chopping butter into a container.	A woman is cutting shrimps.	0.6
842	main-captions	MSRvid	2012train	509	none	none	A man is throwing knives at a tree.	A man is showing magic.	1.75
44	main-captions	MSRvid	2012test	65	none	none	A person cuts an onion.	A person is cutting an onion.	5.0
175	main-captions	MSRvid	2012test	259	none	none	A man is folding paper.	A woman is slicing a pepper.	0.6
618	main-captions	MSRvid	2012train	180	none	none	A person is making a bed.	A person is eating at a table.	0.2
5974	main-captions	MSRvid	2012train	591	none	none	The dog could not figure out how to get a stick out the doggy door.	A dog is trying to get through his dog door.	2.75
835	main-captions	MSRvid	2012train	498	none	none	The man added vegetables to the broth in the pot.	A man is adding sliced vegetables to a cooking bowl with water.	3.4
151	main-captions	MSRvid	2012test	223	none	none	A man is cutting a fish.	A man guts a fish.	3.0
935	main-captions	MSRvid	2012train	647	none	none	The man rode his motorcycle down the highway.	A person is driving a motorcycle on a road.	3.75
373	main-captions	MSRvid	2012test	561	none	none	A man plays a piano.	A woman is playing the violin.	1.0
5762	main-captions	MSRvid	2012test	43	none	none	The man cut down a tree with an axe.	A man chops down a tree with an axe.	5.0
664	main-captions	MSRvid	2012train	247	none	none	The men are performing on stage.	The comedic mimes performed on stage.	2.6
188	main-captions	MSRvid	2012test	277	none	none	A man is playing a guitar.	A man is cleaning a glass door.	0.4
5758	main-captions	MSRvid	2012test	36	none	none	A woman peels a potato.	A woman is peeling a potato.	5.0
355	main-captions	MSRvid	2012test	528	none	none	A man is riding a horse and jumping over obstacles.	A man is kicking a soccer ball.	0.333
932	main-captions	MSRvid	2012train	642	none	none	A car backs out of a space.	A car is taking reverse.	2.4
5898	main-captions	MSRvid	2012train	138	none	none	A man is riding a bike.	A woman is riding a horse.	1.4
37	main-captions	MSRvid	2012test	56	none	none	Someone is carving a statue.	A man is carving a statue.	3.75
5972	main-captions	MSRvid	2012train	582	none	none	A woman is collecting tap water in a mug.	A boy is filling a pitcher with water.	1.4
5795	main-captions	MSRvid	2012test	265	none	none	A woman is taking a picture.	A man is playing a guitar.	0.25
275	main-captions	MSRvid	2012test	409	none	none	A woman is taking a shower.	A man is riding a white horse.	0.0
236	main-captions	MSRvid	2012test	350	none	none	A woman is frying something.	A woman is riding a horse.	0.6
946	main-captions	MSRvid	2012train	665	none	none	An animal is walking.	A woman is applying eye makeup.	0.0
262	main-captions	MSRvid	2012test	391	none	none	A man is riding a horse.	A woman is washing a freezer.	0.0
457	main-captions	MSRvid	2012test	690	none	none	The girl flew her kite while she ran up a hill.	A girl loses her kite.	2.25
959	main-captions	MSRvid	2012train	687	none	none	The man did pushups on a wall.	The man tased the food.	0.25
362	main-captions	MSRvid	2012test	537	none	none	A man is playing guitar.	A woman is slicing up some pork.	0.0
859	main-captions	MSRvid	2012train	536	none	none	A man is chopping coriander leaf.	A man is playing a guitar.	0.8
162	main-captions	MSRvid	2012test	239	none	none	A man is playing a flute in a band.	A man is playing a guitar.	1.6
749	main-captions	MSRvid	2012train	362	none	none	The man is singing and playing the guitar.	A man is playing a guitar.	3.0
898	main-captions	MSRvid	2012train	597	none	none	The lady added cheese to the sauce.	A man pours a plate of shredded cheese into a pot of sauce.	1.6
555	main-captions	MSRvid	2012train	91	none	none	A woman is cutting an onion.	A man is chopping an onion.	2.0
146	main-captions	MSRvid	2012test	214	none	none	An animal run in circles.	A squirrel runs in circles.	3.8
